"","Block_Name","Dist_Name","Rural_Urban","No_of_Working_Days","No_of_Acad_Inspection","School_Dev_Grant_Recd","School_Dev_Grant_Expnd","TLM_Grant_Recd","TLM_Grant_Expnd","Tot_Clrooms","Toilet_Girls","Electricity","Library","PlayGround","Male_Tch","Female_Tch","Graduate_Teachers","Tch_with_Prof_Qual","Days_involved_in_non_tch_assgn","Teachers_involved_in_non_tch_assgn","acyear","Public","Split"
"16","ALAND","GULBARGA",0.869300911854103,0,0.942249240121581,13548.8237082067,9916.00607902736,2136.88145896657,1986.26747720365,5.30091185410334,0.282674772036474,0.963525835866261,0.68693009118541,0.519756838905775,3.45288753799392,2.29483282674772,0.0699088145896656,0.188449848024316,7.48936170212766,0.224924012158055,2010,0.860182370820669,1
"17","ALAND","GULBARGA",0.864077669902913,0,1.07766990291262,15203.0995145631,10376.3252427184,2679.52912621359,2125.33252427184,5.4247572815534,0.890776699029126,0.902912621359223,0.951456310679612,0.592233009708738,8.68203883495146,7.13349514563107,7.15533980582524,10.6456310679612,7.3131067961165,29040108265.2063,2011,0.813106796116505,1
"18","ALAND","GULBARGA",0.864406779661017,0,1.00847457627119,10596.4604519774,7748.65536723164,2653.89265536723,2293.60169491525,5.69209039548023,0.985875706214689,0.968926553672316,0.935028248587571,0.610169491525424,3.14124293785311,2.30225988700565,0.610169491525424,5.04519774011299,0.426553672316384,0.0338983050847458,2012,0.796610169491525,1
"19","ALUR","HASSAN",0.941463414634146,89.1414634146341,1.08292682926829,3468.20975609756,1071.8243902439,3638.87317073171,1315.96097560976,3.00487804878049,1,0.439024390243902,0.770731707317073,0.536585365853659,1.57073170731707,1.15609756097561,10.1658536585366,2.60975609756098,0,0,2005,0.946341463414634,0
"20","ALUR","HASSAN",0.933333333333333,219.661538461538,0.723076923076923,2827.38974358974,2541.14358974359,1164.49230769231,1100.15384615385,2.8974358974359,1,1,0.374358974358974,0.538461538461538,1.58974358974359,1.3025641025641,0.758974358974359,2.88717948717949,4.35384615384615,0.779487179487179,2008,0.953846153846154,0
"21","ALUR","HASSAN",0.944162436548223,231.395939086294,0.558375634517767,2523.85279187817,1378.35025380711,1420.91878172589,990.609137055838,2.91878172588833,1,0.639593908629442,0.842639593908629,0.563451776649746,1.66497461928934,1.25888324873096,0.421319796954315,2.9238578680203,0,0,2007,0.954314720812183,0
"22","ALUR","HASSAN",0.949238578680203,0,1.11675126903553,10248.654822335,8160.7614213198,1271.07614213198,1317.77664974619,3.42131979695431,1,1,0.99492385786802,0.862944162436548,1.49746192893401,1.32994923857868,0.253807106598985,2.80710659898477,0.284263959390863,0.0355329949238579,2012,0.944162436548223,0
"23","ALUR","HASSAN",0.921052631578947,0,0.767543859649123,8555.9649122807,7071.86403508772,1334.71929824561,1226.16666666667,3.44736842105263,0.995614035087719,0.964912280701754,0.995614035087719,0.587719298245614,6.29824561403509,5.96052631578947,5.93859649122807,7.85964912280702,17.2543859649123,29230107752.8158,2011,0.916666666666667,0
"24","ALUR","HASSAN",0.939086294416244,228.720812182741,1.00507614213198,8455.40101522843,6346.8883248731,1546.03045685279,1505.58375634518,3.10659898477157,0.553299492385787,0.974619289340102,0.913705583756345,0.558375634517767,1.70558375634518,1.2741116751269,0.842639593908629,2.97969543147208,5.45685279187817,0.796954314720812,2009,0.954314720812183,0
"25","ALUR","HASSAN",0.949748743718593,0,1.29145728643216,7847.18592964824,7150.91959798995,1313.81909547739,1156.28140703518,3.41206030150754,1,1,1,0.804020100502513,1.4070351758794,1.32160804020101,0.879396984924623,2.7035175879397,0.190954773869347,0.0100502512562814,2013,0.934673366834171,0
"26","ALUR","HASSAN",0.94,0,0.965,7519.22,7231.1,976.045,966.78,3.015,0.645,0.965,0.965,0.45,1.59,1.215,0.05,0.19,13.27,1.135,2010,0.945,0
"27","ALUR","HASSAN",0.945812807881773,220.251231527094,0.0886699507389163,2464.03448275862,1341.10344827586,1205.36945812808,981.379310344828,3.18226600985222,1,0.448275862068966,0.793103448275862,0.541871921182266,1.52216748768473,1.16256157635468,0.38423645320197,2.68472906403941,0,0,2006,0.960591133004926,0
"28","ANKOLA","UTTARA KANNADA",0.910179640718563,100.269461077844,0.191616766467066,2835.32934131737,1667.29341317365,173.652694610778,28.7425149700599,3.83233532934132,1,0.658682634730539,0.562874251497006,0.251497005988024,1.25149700598802,2.37724550898204,30.5269461077844,3.58682634730539,0,0,2005,0.982035928143713,0
"29","ANKOLA","UTTARA KANNADA",0.87719298245614,232.614035087719,0.134502923976608,3209.12280701754,2039.0350877193,1766.08187134503,1683.04093567251,3.95321637426901,1,0.824561403508772,0.549707602339181,0.263157894736842,1.45614035087719,2.37426900584795,0.660818713450292,3.83040935672515,0,0,2007,0.976608187134503,0
"30","ANKOLA","UTTARA KANNADA",0.87719298245614,232.614035087719,0.134502923976608,3209.12280701754,2039.0350877193,1766.08187134503,1683.04093567251,3.94152046783626,1,0.824561403508772,0.549707602339181,0.263157894736842,1.45614035087719,2.37426900584795,0.660818713450292,3.83040935672515,0,0,2006,0.976608187134503,0
"31","ANKOLA","UTTARA KANNADA",0.890804597701149,0,0.626436781609195,7625.86781609195,6954.55747126437,1879.16091954023,1615.36781609195,4.10919540229885,0.994252873563218,1,0.994252873563218,0.994252873563218,1.16666666666667,2.40229885057471,0.942528735632184,3.56896551724138,2.32183908045977,0.0114942528735632,2013,0.959770114942529,0
"32","ANKOLA","UTTARA KANNADA",0.883248730964467,0,0.477157360406091,11486.3299492386,10516.0862944162,1541.93401015228,1531.78172588832,3.94416243654822,0.99492385786802,1,1,1,1.59390862944162,2.64467005076142,1.55329949238579,4.23857868020305,12.8629441624365,29100105770.1726,2011,0.949238578680203,0
"33","ANKOLA","UTTARA KANNADA",0.890173410404624,0,0.53757225433526,8000,7716.80346820809,1856.60115606936,1821.91907514451,4.12138728323699,0.994219653179191,1,1,1,1.23121387283237,2.47976878612717,0.30635838150289,3.71098265895954,0.184971098265896,0.023121387283237,2012,0.965317919075145,0
"34","ANKOLA","UTTARA KANNADA",0.885057471264368,231.988505747126,0.362068965517241,4819.7183908046,4555.55747126437,2957.5,3239.09770114943,3.59195402298851,1,0.942528735632184,0.597701149425287,0.281609195402299,1.20114942528736,2.33333333333333,0.706896551724138,3.52873563218391,8.63218390804598,1.27586206896552,2008,0.971264367816092,0
"35","ANKOLA","UTTARA KANNADA",0.894736842105263,0,1.00584795321637,7992.39766081871,7992.39766081871,1374.60233918129,1374.59064327485,3.97076023391813,0.654970760233918,0.994152046783626,1,1,1.28070175438596,2.42690058479532,0.0584795321637427,0.0760233918128655,13.7368421052632,2.03508771929825,2010,0.970760233918129,0
"36","ANKOLA","UTTARA KANNADA",0.896551724137931,228.603448275862,0.540229885057471,10491.7528735632,10293.6206896552,3534.41379310345,3454.12643678161,3.83333333333333,0.32183908045977,0.954022988505747,0.770114942528736,0.298850574712644,1.27586206896552,2.33908045977011,0.724137931034483,3.61494252873563,2.92528735632184,0.67816091954023,2009,0.96551724137931,0
"37","ARAKALAGUDU","HASSAN",0.925207756232687,228.875346260388,0.872576177285319,6800.29916897507,5808.32686980609,1538.14681440443,1306.34072022161,3.44875346260388,0.515235457063712,0.764542936288089,0.795013850415512,0.457063711911357,1.92797783933518,4.11634349030471,3.29362880886427,6.01108033240997,0,0,2009,0.92797783933518,0
"38","ARAKALAGUDU","HASSAN",0.929775280898876,214.564606741573,0.421348314606742,4374.39606741573,1927.11797752809,1273.31460674157,1149.94943820225,3.18258426966292,1,0.438202247191011,0.887640449438202,0.48876404494382,2.00561797752809,1.32303370786517,0.376404494382022,3.32022471910112,0,0,2007,0.946629213483146,0
"39","ARAKALAGUDU","HASSAN",0.921787709497207,218.980446927374,0.963687150837989,6795.48882681564,6254.34916201117,1482.02234636872,1458.13966480447,3.24860335195531,1,0.986033519553073,0.474860335195531,0.5,1.91620111731844,1.36312849162011,0.505586592178771,3.25139664804469,6.03631284916201,0.698324022346369,2008,0.935754189944134,0
"40","ARAKALAGUDU","HASSAN",0.931129476584022,223.776859504132,0.305785123966942,2760.43250688705,1753.36363636364,1328.2782369146,1022.49311294766,3.16253443526171,1,0.391184573002755,0.898071625344353,0.493112947658402,1.96969696969697,1.1129476584022,0.443526170798898,3.08264462809917,0,0,2006,0.942148760330578,0
"41","ARAKALAGUDU","HASSAN",0.952777777777778,88.2194444444444,0.916666666666667,2602.48888888889,1495.73333333333,2623.41388888889,1693.93888888889,2.94722222222222,1,0.386111111111111,0.902777777777778,0.488888888888889,2.08055555555556,1.12777777777778,0.5,3.09444444444444,0,0,2005,0.941666666666667,0
"42","ARAKALAGUDU","HASSAN",0.92112676056338,0,1.74929577464789,8351.45633802817,7997.51549295775,1323.60563380282,1315.15492957746,3.74084507042254,0.991549295774648,1,0.994366197183099,0.509859154929577,1.70140845070423,1.49014084507042,0.876056338028169,3.17464788732394,0.0450704225352113,0.0112676056338028,2013,0.92112676056338,0
"43","ARAKALAGUDU","HASSAN",0.920454545454545,0,1.82954545454545,10717.53125,9394.53409090909,1441.79545454545,1454.57954545455,3.77840909090909,0.991477272727273,1,0.994318181818182,0.517045454545455,1.78409090909091,1.47159090909091,0.375,3.24147727272727,0.3125,0.0340909090909091,2012,0.926136363636364,0
"44","ARAKALAGUDU","HASSAN",0.922330097087379,0,1.8252427184466,10008.0509708738,9957.2427184466,1281.29126213592,1312.84466019417,3.69660194174757,0.985436893203884,0.978155339805825,0.990291262135922,0.543689320388349,21.6140776699029,20.9223300970874,20.7160194174757,23.1019417475728,22.4563106796117,29230214816.1335,2011,0.910194174757282,0
"45","ARAKALAGUDU","HASSAN",0.925619834710744,0,1.24517906336088,7493.14049586777,6995.21487603306,916.112947658402,897.484848484848,3.53168044077135,0.553719008264463,0.807162534435262,0.928374655647383,0.46831955922865,1.87052341597796,1.44077134986226,0.181818181818182,0.181818181818182,0.203856749311295,0.0413223140495868,2010,0.928374655647383,0
"46","ARASIKERE","HASSAN",0.91578947368421,0,0.526315789473684,8557.95578947368,7170.22105263158,1525.2,1484.46736842105,3.84842105263158,0.995789473684211,0.993684210526316,0.962105263157895,0.433684210526316,1.59578947368421,1.89684210526316,0.191578947368421,3.48421052631579,0,0,2012,0.907368421052632,0
"47","ARASIKERE","HASSAN",0.931392931392931,94.4802494802495,0.48024948024948,751.673596673597,200.172557172557,2737.04573804574,1097.13097713098,3.36798336798337,1,0.384615384615385,0.77962577962578,0.43035343035343,1.75259875259875,1.57796257796258,13.0498960498961,3.1954261954262,0,0,2005,0.927234927234927,0
"48","ARASIKERE","HASSAN",0.925101214574899,226.605263157895,0.445344129554656,3919.36032388664,3120.80769230769,1499.10931174089,1356.20647773279,3.49797570850202,1,0.983805668016194,0.0870445344129555,0.419028340080972,1.64777327935223,1.63562753036437,0.61336032388664,3.27732793522267,6.20242914979757,0.580971659919028,2008,0.917004048582996,0
"49","ARASIKERE","HASSAN",0.901384083044983,0,0.579584775086505,9977.44809688581,7592.7785467128,1354.85813148789,1302.05882352941,3.70934256055363,0.970588235294118,0.965397923875433,0.958477508650519,0.494809688581315,2.19031141868512,1.85813148788927,1.48096885813149,4.04325259515571,8.13840830449827,29230320510.0692,2011,0.903114186851211,0
"50","ARASIKERE","HASSAN",0.91875,0,0.58125,8733.04166666667,7850.04583333333,1381.5125,1328.45416666667,3.93541666666667,0.995833333333333,1,0.995833333333333,0.4375,1.57291666666667,1.88125,0.752083333333333,3.44583333333333,0,0,2013,0.902083333333333,0
"51","ARASIKERE","HASSAN",0.920159680638723,0,0.453093812375249,9967.11776447106,8981.57085828343,1243.10379241517,1152.22754491018,3.51097804391218,0.564870259481038,0.906187624750499,0.920159680638723,0.427145708582834,1.59481037924152,1.78243512974052,0.0978043912175649,0.213572854291417,8.21157684630739,0.69061876247505,2010,0.908183632734531,0
"52","ARASIKERE","HASSAN",0.930041152263374,231.98353909465,0.366255144032922,3758.5329218107,1420.74897119342,1539.30658436214,873.862139917695,3.42798353909465,1,0.48559670781893,0.847736625514403,0.452674897119342,1.69958847736626,1.61316872427984,0.343621399176955,3.31275720164609,0.732510288065844,0.0843621399176955,2007,0.92798353909465,0
"53","ARASIKERE","HASSAN",0.922,229.08,0.46,16869.162,9945.686,1682.96,1443.944,3.5,0.57,0.87,0.77,0.454,1.622,7.692,6.712,9.298,1.282,0.064,2009,0.914,0
"54","ARASIKERE","HASSAN",0.933194154488518,228.227557411273,0.39874739039666,2818.03340292276,1243.99582463466,1496.08141962422,998.830897703549,3.43632567849687,1,0.44258872651357,0.845511482254697,0.432150313152401,1.7286012526096,1.58246346555324,0.346555323590814,3.31106471816284,0.338204592901879,0.0313152400835073,2006,0.924843423799583,0
"55","ATHANI","BELGAUM CHIKKODI",0.9321608040201,222.065326633166,0.987437185929648,6836.65577889447,4689.05527638191,1534.60050251256,1412.75376884422,4.17587939698493,1,0.605527638190955,0.530150753768844,0.71356783919598,2.78140703517588,1.5929648241206,1.46482412060302,4.16582914572864,5.32663316582915,0.587939698492462,2008,0.866834170854271,0
"56","ATHANI","BELGAUM CHIKKODI",0.906921241050119,0,1.10023866348449,8227.08591885441,6223.1646778043,1581.63961813842,1402.21479713604,4.82338902147971,1,0.699284009546539,0.988066825775656,0.778042959427208,3.02147971360382,1.5799522673031,1.06205250596659,4.58233890214797,0.0572792362768496,0.00715990453460621,2013,0.835322195704057,0
"57","ATHANI","BELGAUM CHIKKODI",0.922705314009662,223.942028985507,1.43236714975845,8104.29468599034,7065.32125603865,1764.76086956522,1109.52173913043,4.23188405797101,0.657004830917874,0.584541062801932,0.613526570048309,0.731884057971015,2.76086956521739,4.00724637681159,3.95652173913043,6.52173913043478,0.340579710144928,0.0265700483091787,2009,0.859903381642512,0
"58","ATHANI","BELGAUM CHIKKODI",0.927710843373494,0,1.09638554216867,7301.6265060241,6737.57108433735,1791.04819277108,1558.15662650602,4.69638554216867,1,0.942168674698795,0.985542168674699,0.756626506024096,2.85060240963855,1.46265060240964,0.87710843373494,4.28915662650602,0.168674698795181,0.0409638554216867,2012,0.843373493975904,0
"59","ATHANI","BELGAUM CHIKKODI",0.941295546558704,227.346153846154,1.13967611336032,2785.07894736842,1891.84412955466,1185.3036437247,1139.02631578947,4.41093117408907,1,0.388663967611336,0.611336032388664,0.720647773279352,2.86234817813765,1.60121457489879,1.52226720647773,4.46356275303644,1.53643724696356,0.200404858299595,2006,0.856275303643725,0
"60","ATHANI","BELGAUM CHIKKODI",0.908523908523909,0,1.07900207900208,8256.80665280665,6976.44698544699,1604.95841995842,1234.68814968815,4.57380457380457,1,0.663201663201663,0.972972972972973,0.767151767151767,3.37837837837838,1.51975051975052,1.54885654885655,4.8981288981289,0.051975051975052,29300104124.9127,2011,0.83991683991684,0
"61","ATHANI","BELGAUM CHIKKODI",0.91504854368932,0,1.03398058252427,7012.95388349515,6241.14805825243,1170.96359223301,1113.02427184466,4.51699029126214,0.679611650485437,0.638349514563107,0.677184466019418,0.752427184466019,2.89077669902913,1.49757281553398,0.912621359223301,0.029126213592233,2.14077669902913,0.716019417475728,2010,0.856796116504854,0
"62","ATHANI","BELGAUM CHIKKODI",0.922043010752688,230.615591397849,1.10483870967742,2545.23655913978,1768.62096774194,1909.58064516129,905.040322580645,4.04838709677419,1,0.368279569892473,0.577956989247312,0.696236559139785,2.72311827956989,1.39247311827957,1.34408602150538,4.09408602150538,0.739247311827957,0.0913978494623656,2007,0.860215053763441,0
"63","ATHANI","BELGAUM CHIKKODI",0.936651583710407,89.3891402714932,0.819004524886878,1361.32352941176,1283.17647058824,838.529411764706,795.171945701357,3.85746606334842,1,0.341628959276018,0.66289592760181,0.778280542986425,3.00904977375566,1.73076923076923,17.2466063348416,4.31900452488688,0,0,2005,0.84841628959276,0
"64","AURAD","BIDAR",0.978193146417445,220.97507788162,0.850467289719626,12895.3862928349,10312.7476635514,1535.58255451713,1506.23987538941,5.06230529595016,1,0.576323987538941,0.545171339563863,0.520249221183801,3.60436137071651,1.65732087227414,0.716510903426791,4.93457943925234,1.02803738317757,0.0155763239875389,2008,0.937694704049844,0
"65","AURAD","BIDAR",0.92330383480826,225.952802359882,1.60766961651917,10168.1533923304,9529.15634218289,3251.60471976401,2493.7610619469,5.39823008849558,0.415929203539823,0.613569321533923,0.536873156342183,0.669616519174041,3.38643067846608,22.2772861356932,21.5663716814159,25.6401179941003,19.330383480826,0.297935103244838,2009,0.920353982300885,0
"66","AURAD","BIDAR",0.99625468164794,80.6479400749064,0.846441947565543,2465.86142322097,2023.04868913858,2630.00374531835,2516.23970037453,4.22846441947566,1,0.580524344569288,0.715355805243446,0.625468164794007,3.9063670411985,1.62546816479401,0.902621722846442,5.31086142322097,0,0,2005,0.925093632958802,0
"67","AURAD","BIDAR",0.910798122065728,0,0.868544600938967,11825.20657277,9991.73708920188,2441.29342723005,2255.9765258216,5.25821596244131,0.892018779342723,0.732394366197183,0.960093896713615,0.671361502347418,38.8826291079812,36.7089201877934,36.9084507042254,40.2769953051643,41.4319248826291,29050107909.9131,2011,0.880281690140845,0
"68","AURAD","BIDAR",0.913612565445026,0,0.589005235602094,9041.88481675393,9005.18848167539,208.513089005236,203.277486910995,6.15183246073298,1,0.979057591623037,0.958115183246073,0.942408376963351,3.04973821989529,1.56282722513089,0.350785340314136,4.53664921465969,0,0,2013,0.858638743455497,0
"69","AURAD","BIDAR",0.990033222591362,217.063122923588,0.435215946843854,2991.08970099668,1803.38205980066,844.083056478405,691.591362126246,4.82392026578073,1,0.591362126245847,0.67109634551495,0.548172757475083,3.73421926910299,1.57475083056478,0.617940199335548,5.30897009966777,0,0,2007,0.926910299003322,0
"70","AURAD","BIDAR",0.989795918367347,222.972789115646,0.292517006802721,3437.42517006803,2228.0612244898,1531.68367346939,1197.15986394558,4.87074829931973,1,0.605442176870748,0.687074829931973,0.557823129251701,3.74829931972789,1.52380952380952,0.615646258503401,5.27210884353742,2.04421768707483,0.200680272108844,2006,0.925170068027211,0
"71","AURAD","BIDAR",0.914835164835165,0,0.760989010989011,10039.6428571429,9046.32692307692,1342.59065934066,1331.95054945055,5.22252747252747,0.35989010989011,0.629120879120879,0.585164835164835,0.648351648351648,3.25824175824176,1.63461538461538,0.120879120879121,0.909340659340659,43.1373626373626,0.549450549450549,2010,0.901098901098901,0
"72","AURAD","BIDAR",0.911764705882353,0,0.767379679144385,12338.679144385,10909.550802139,2074.31016042781,1995.83422459893,5.67112299465241,1,0.978609625668449,0.951871657754011,0.951871657754011,3.07754010695187,1.59893048128342,0.398395721925134,4.56417112299465,18.9598930481283,3.82085561497326,2012,0.877005347593583,0
"73","BADAMI","BAGALKOT",0.769230769230769,0,2.21328671328671,9499.77622377622,8421.19230769231,2265.01748251748,2109.58391608392,6.12237762237762,0.513986013986014,0.91958041958042,1.23776223776224,0.702797202797203,3.34265734265734,2.27272727272727,0.258741258741259,0.622377622377622,1.46153846153846,0.171328671328671,2010,0.891608391608392,0
"74","BADAMI","BAGALKOT",0.780487804878049,222.87456445993,1.33797909407666,3612.83275261324,3260.45296167247,2126.58885017422,2065.21602787456,5.51567944250871,1,0.968641114982578,0.599303135888502,0.616724738675958,3.25435540069686,2.20557491289199,1.87108013937282,5.34843205574913,11.0627177700348,1.03135888501742,2008,0.874564459930314,0
"75","BADAMI","BAGALKOT",0.751677852348993,0,1.00335570469799,9483.79865771812,7576.47651006711,2068.10738255034,1811.19127516779,6.26510067114094,1,0.969798657718121,0.963087248322148,0.60738255033557,3.24832214765101,2.17785234899329,0.788590604026846,5.36912751677852,0.13758389261745,0.0302013422818792,2013,0.865771812080537,0
"76","BADAMI","BAGALKOT",0.78030303030303,98.5,0.84469696969697,2924.81439393939,1641.83333333333,4336.74242424242,2125.24242424242,5.10984848484848,1,0.598484848484849,0.803030303030303,0.742424242424242,2.96212121212121,2.18939393939394,5.34090909090909,4.9280303030303,0,0,2005,0.893939393939394,0
"77","BADAMI","BAGALKOT",0.774545454545455,230.636363636364,1.52727272727273,3113.05818181818,2420.65090909091,2486.59636363636,2186.81454545455,5.20727272727273,1,0.665454545454545,0.8,0.705454545454545,3.33818181818182,2.17818181818182,1.36363636363636,5.51636363636364,0.0472727272727273,0.00727272727272727,2006,0.890909090909091,0
"78","BADAMI","BAGALKOT",0.763250883392226,229.318021201413,1.90812720848057,11666.8833922261,10114.6819787986,2440.22614840989,1808.34275618375,5.62544169611307,0.452296819787986,0.823321554770318,0.770318021201413,0.618374558303887,3.29681978798587,12.8303886925795,12.5017667844523,16.0494699646643,2.74558303886926,0.522968197879859,2009,0.893992932862191,0
"79","BADAMI","BAGALKOT",0.756756756756757,0,0.85472972972973,9530.24662162162,6720.69256756757,2390.47297297297,1869.22297297297,6.27702702702703,1,0.976351351351351,0.986486486486487,0.641891891891892,3.22297297297297,2.21621621621622,0.385135135135135,5.37162162162162,0.0101351351351351,0.00337837837837838,2012,0.871621621621622,0
"80","BADAMI","BAGALKOT",0.755747126436782,0,0.64367816091954,12404.658045977,9876.48275862069,2030.45402298851,1907.6091954023,5.97126436781609,0.959770114942529,0.968390804597701,0.977011494252874,0.660919540229885,26.7126436781609,25.1293103448276,25.3103448275862,28.7988505747126,23.0632183908046,29020109955.0374,2011,0.867816091954023,0
"81","BADAMI","BAGALKOT",0.784452296819788,212.434628975265,1.40282685512367,2905.42402826855,2393.41696113074,2462.01766784452,1938.6925795053,5.15547703180212,1,0.68904593639576,0.791519434628975,0.692579505300353,3.42402826855124,2.26148409893993,1.54063604240283,5.68551236749117,0.15547703180212,0.0212014134275618,2007,0.876325088339223,0
"82","BAGALKOT","BAGALKOT",0.724279835390947,0,1.65843621399177,8550.45267489712,7436.81481481481,2299.81069958848,2089.38271604938,6.85185185185185,1,0.979423868312757,0.975308641975309,0.732510288065844,2.8641975308642,3.48559670781893,1.20164609053498,5.88477366255144,0.0329218106995885,0.00823045267489712,2013,0.847736625514403,0
"83","BAGALKOT","BAGALKOT",0.707818930041152,0,1.84362139917695,9053.10699588477,8150.30452674897,1923.79835390947,1884.10699588477,6.41975308641975,0.753086419753086,0.934156378600823,0.872427983539095,0.674897119341564,2.83950617283951,3.13168724279835,0.304526748971193,1.0082304526749,9.41152263374486,0.222222222222222,2010,0.847736625514403,0
