Column1,sslccode,talukcode,schoolname,address1,address2,address3,address4,pincode,management,urban,taluk,dist
14099,AS1125,AS03,BANGALORE INTERNATIONAL ACADEMY ENGLISH MEDIUM HIGH SCHOOL,"7TH BLOCK, JAYANAGAR",BENGALURU,,,560082,U,U,SOUTH3,BANGALORE U SOUTH
14100,DD0482,DD05,LOURDU MATHA HIGH SCHOOL,"HORAPET MAIN ROAD,",TUMAKURU TQ & DIST,,,572101,U,U,TUMKUR,TUMKUR
14101,RR0381,RR04,NANDINI HIGH SCHOOL,NANDINI  SHIKSHNA MAHAVIDYALAYA  CAMPUS,RAMPUR,RAICHUR DIST,,584101,U,U,RAICHUR,RAICHUR
14102,AS1126,AS04,KUVEMPU SMARAKA VIDYAKENDRA ENGLISH HIGH SCHOOL,SHIVAPPA GARDEN,"CHANNASANDRA, BENGALURU",,,560067,U,U,SOUTH4,BANGALORE U SOUTH
14103,DD0483,DD05,ANIKETHANA HIGH SCHOOL,"BEHIND JAIN TEMPAL ,","SHIRAGATE, TUMAKURU TQ",TUMAKURU DIST,,572106,U,U,TUMKUR,TUMKUR
14104,AS1127,AS04,MITHRA SCHOOL HIGH SCHOOL,"NO.85, HORAMAVU",RAMAMURTHYNAGARA LINK ROAD,BENGALURU,,560043,U,U,SOUTH4,BANGALORE U SOUTH
14105,IA0471,IA04,"FATHIMA URDU HIGH SCHOOL,","RAHAMAT NAGAR, HARAPANAHALLI,","HARAPANAHALLI TQ ,",DAVANGERE DIST,,583131,U,U,HARAPANAHALLI,DAVANAGERE
14106,AS1128,AS04,V V R ENGLISH HIGH SCHOOL,"NO.40/1, SARJAPURA MAIN ROAD","DODDAKANNALLI, CARMALARAM POST",BENGALURU,,560035,U,U,SOUTH4,BANGALORE U SOUTH
14107,IA0472,IA07,PRARTHANA HIGH SCHOOL ( ENG MED),"PALLAGATTE, JAGALURU TQ",DAVANGERE DIST,,,577513,U,R,JAGALUR,DAVANAGERE
14108,IA0473,IA03,GURUKULA RESIDENTAL ENG MED HIGH SCHOOL,NIJALINGAPPA LAYOUT,DAVANGERE SOUTH TQ,DAVANAGERE DIST,,577004,U,U,DAVANAGERE(S),DAVANAGERE
14109,SS0445,SS03,MAHARSHI DAYANAND SARASWATI PUBLIC SCHOOL,BALKI TQ,BIDAR DIST,,,585328,U,U,BHALKI,BIDAR
14110,SS0446,SS04,CAMBRIDGE ENG MED HIGH SCHOOL,JOURNALIST COLONY,HYDRABAD ROAD,BIDAR DIST,,585401,U,U,BIDAR,BIDAR
14111,SS0447,SS04,MADIVALESHWAR HIGH SCHOOL,MANGALPET,BIDAR DIST,,,585401,U,U,BIDAR,BIDAR
14112,SS0448,SS01,NAVACHETAN GURUKUL HIGH SCHOOL,AURAD (B),BIDAR DIST,,,585326,U,U,AURAD,BIDAR
14113,SS0449,SS01,SYED IBRAHIM SAB MEMORIAL HIGH SCHOOL,AURAD (B),BIDAR DIST,,,585326,U,U,AURAD,BIDAR
14114,SS0450,SS01,KITTUR RANI CHENNAMMA ENG MED RESIDENTIAL SCHOOL,"KRUSIPATTINA MARATA TRUST,","PRANGANA, PLOT NO 139","AURAD (B), BIDAR DIST",,585326,G,U,AURAD,BIDAR
14115,SS0451,SS02,KITTURU RANI CHENNAMMA ENG MED RESIDENTIAL SCHOOL,BASAVAKALYAN,BETABALAKUNDA,BIDAR DIST,,585327,G,U,BASAVAKALYAN,BIDAR
14116,SS0452,SS03,KITTURU RANI CHENNAMMA  RESIDENTIAL SCHOOL,BHALKI TQ,BIDAR DIST,,,585328,G,U,BHALKI,BIDAR
14117,SS0453,SS05,KITTURU RANI CHENNAMMA  RESIDENTIAL SCHOOL,HALLIKHED (B),HUMANABAD TQ,BIDAR DIST,,585330,G,U,HUMNABAD,BIDAR
14118,SS0454,SS05,MOTHER TERESA  HIGH SCHOOL,CHITGUPPA,HUMANABAD TQ,BIDAR DIST,,585412,U,U,HUMNABAD,BIDAR
14119,SS0455,SS04,SHRAMJEEVI RESIDENTIAL HIGH SCHOOL,SHIVANAGAR COLONY,NIZAMPUR,BIDAR DIST,,585401,U,R,BIDAR,BIDAR
14120,SS0456,SS02,VIDYANIKETAN HIGH SCHOOL,NARAYANPUR,BASAVAKALYAN TQ,BIDAR DIST,,585348,U,R,BASAVAKALYAN,BIDAR
14121,SS0457,SS04,NAVEEN HIGH SCHOOL,RAMPURE COLONY,BIDAR DIST,,,585403,U,U,BIDAR,BIDAR
14122,SS0458,SS01,SRI SRI SRI SANTA SEVALAL  KANNADA HIGH SCHOOL,DONGARAGAOV,"AURAD TQ, BALAKEDA (B)",BIDAR DIST,,585443,U,R,AURAD,BIDAR
14123,AS1129,AS04,GURUKULA HIGH SCHOOL,"GARUDACHAR PALYA, MAHADEVAPURA POST",BENGALURU,,,560048,U,U,SOUTH4,BANGALORE U SOUTH
14124,IA0474,IA02,"S M S ENG MED HIGH SCHOOL,","RAJIVGANDHI LAYOUT, KONDAJI ROAD,",DAVANAGERE NORTH TQ,DAVANAGERE DIST,,577006,U,U,DAVANAGERE(N),DAVANAGERE
14125,AS1130,AS04,PRERANA INTERNATIONAL HIGH SCHOOL,"KONADASAPURA, BIDARAHALLI HOBLI",BENGALURU,,,560049,U,R,SOUTH4,BANGALORE U SOUTH
14126,SS0459,SS05,SHAHEEN ENG  HIGH SCHOOL,HUMNABAD,HUMNABAD TQ,BIDAR DIST,,585330,U,U,HUMNABAD,BIDAR
14127,CC0326,CC02,GOVT HIGH SCHOOL (R.M.S.A),DONIMADAGU,DONIMADAGU POST,"KGF TQ, KOLAR DIST",,563129,G,R,K G F,KOLAR
14128,CC0327,CC01,ADARSHA VIDYALAYA (R.M.S.A),BANGARAPET,BANGARAPET TQ,KOLAR DIST,,563114,G,U,BANGARAPETE,KOLAR
14129,CC0328,CC01,JYOTHI PUBLIC HIGH SCHOOL,VIVEKANANDANAGAR,BANGARAPET TQ,KOLAR DIST,,563114,U,U,BANGARAPETE,KOLAR
14130,CC0329,CC03,SRI YOGIBEERESWARA TATAIAH HIGH SCHOOL,CHOWDADENAHALLI,KOLAR TALUK,KOLAR DISTRICT,,NA,U,R,KOLAR,KOLAR
14131,AS1152,AS05,THE BISHOP COTTON ENGLISH HIGH SCHOOL,"BILLAPURA , SARJAPURA POST",ANEKAL TALUK,BENGALURU,,562125,U,R,ANEKAL,BANGALORE U SOUTH
14132,AS1153,AS02,NIVEDITHA ENGLISH MEDIUM HIGH SCHOOL,"132/A, 4TH CROSS",3RD STAGE,"VINAYAKA LAYOUT, VIJAYANAGAR",BENGALURU,560040,U,U,SOUTH2,BANGALORE U SOUTH
14133,AS1154,AS02,BASAVESHWARA ENGLISH HIGH SCHOOL,"NO 15, PIPELINE WEST",KASTHURABANAGAR MYSURU ROAD,BENGALURU,BENGALURU,560026,U,U,SOUTH2,BANGALORE U SOUTH
14134,AS1155,AS03,BEES SCHOOL,NYANAPPANAHALLI,BENGALURU,,,560068,U,U,SOUTH3,BANGALORE U SOUTH
14135,AS1156,AS03,ST MARINAS\ ENGLISH HIGH SCHOOL,BANNERUGATTA ROAD,MUNESHWARA LAYOUT,HULIMAVU,BENGALURU,560076,U,U,SOUTH3,BANGALORE U SOUTH
14136,AS1157,AS05,UPGRADED GOVT HIGH SCHOOL,ATTIBELE,ANEKAL TALUK,BENGALURU SOUTH DISTRICT,,562107,G,R,ANEKAL,BANGALORE U SOUTH
14137,AS1158,AS03,ST PHILOMINA HIGH SCHOOL,"NO.1, BEHIND RAJARAJESHWARI TEMPLE",DEVARACHIKKANAHALLI,BENGALURU,,560076,U,U,SOUTH3,BANGALORE U SOUTH
14138,AS1159,AS03,NEW HORIZON HIGH SCHOOL,"MUNESHWARA TEMPLE ROAD, NO.218, 1ST","ST CROSS, DODDATHOGURU",ELECTRONIC CITY POST,BENGALURU,560100,U,R,SOUTH3,BANGALORE U SOUTH
14139,AS1160,AS05,SRI GURUJI VIDYANIKETHANA,SANTHEBIDI,ANEKAL,BENGALURU SOUTH DISTRICT,,560100,U,R,ANEKAL,BANGALORE U SOUTH
14140,AS1161,AS04,HOLY ANGELS PUBLIC SCHOOL,"J C LAYOUT, R R TEMPLE STREET",DEVASANDRA,KR PURAM,BENGALURU,560036,U,U,SOUTH4,BANGALORE U SOUTH
14141,AS1162,AS03,INDIAN HIGH SCHOOL,BEGURU MAIN ROAD,DEVARACHIKKANAHALLI,"IIMB POST,",BENGALURU,560076,U,U,SOUTH3,BANGALORE U SOUTH
14142,QA0194,QA03,SRI VIDYANIKETANA HIGH SCHOOL," NEAR KHADEMASEEDI ,  SURAPUR",SURAPUR TALUK,YADGIRI DIST,,585224,U,U,SHORAPUR,YADAGIRI
14143,QA0195,QA02,ADARSHA VIDYALAYA (R.M.S.A),SHAHAPUR,YADGIRI DIST.,,,585223,G,U,SHAHAPUR,YADAGIRI
14144,QA0196,QA03,LATE SRI RAMAGUNDAPPAGOUD BIRADAR MEMORIAL HIGH SCHOOL,MALLA(B),SURAPUR TQ.,YADGIRI DIST.,,585216,U,R,SHORAPUR,YADAGIRI
14145,QA0197,QA03,SIDDHARTH  HIGH SCHOOL,DEVARAGONAL,SURAPUR TQ.,YADGIRI DIST.,,585220,U,R,SHORAPUR,YADAGIRI
14146,QA0198,QA04,ADARSHA VIDYALAYA (R.M.S.A),NEAR GOVT. PU COLLEGE (BOYS),YADGIRI TQ.,YADGIRI DIST.,,585201,G,U,YADGIR,YADAGIRI
14147,QA0199,QA02,D. DEVARAJ  URAS HIGH SCHOOL,KHB COLONY,SHAHAPUR SHAHAPUR TQ.,YADGIRI DIST.,,585223,U,U,SHAHAPUR,YADAGIRI
14148,QA0200,QA03,ADARSHA VIDYALAYA (R.M.S.A),VAJJAL,SURAPURA TQ.,YADGIRI DIST.,,585215,G,R,SHORAPUR,YADAGIRI
14149,QA0201,QA02,MORARJI DESAI RESIDENTIAL SCHOOL,WDAGERA,SHAHAPUR TQ.,YADGIRI DIST.,,NA,G,R,SHAHAPUR,YADAGIRI
14150,QA0202,QA04,HULIGEPPA GIRLS  HIGH SCHOOL,OLD RTO OFFICE,YADGIRI,YADGIRI DIST.,,585202,U,U,YADGIR,YADAGIRI
14151,QA0203,QA04,SABA HIGH SCHOOL,GUNJ ROAD,YADGIRI,YADGIRI DIST,,585202,U,U,YADGIR,YADAGIRI
14152,QA0204,QA03,SRI DEVARA DASIMAYYA HIGH SCHOOL,MUDANUR,SURAPURA TQ.,YADGIRI  DIST.,,585216,U,R,SHORAPUR,YADAGIRI
14153,QA0205,QA04,IQRA HIGH SCHOOL,MUSLIMPURA,YADGIR,YADGIRI DIST,,585201,U,U,YADGIR,YADAGIRI
14154,SS0462,SS04,ADARSHA VIDYALAYA (R.M.S.A),JANAWADA,BIDAR TQ.,BIDAR DIST.,,585402,G,R,BIDAR,BIDAR
14155,SS0463,SS05,MORARJI DESAI RESIDENTIAL SCHOOL,"HALLIKHED (K),",HUMNABAD TQ.,BIDAR DIST.,,585330,G,R,HUMNABAD,BIDAR
14156,SS0464,SS03,MORARJI DESAI RESIDENTIAL SCHOOL,"SADIKA BUILDING,","OPPOSITE SIRSE PETROL BUNK, BHALKI",BIDAR DIST.,,585328,G,U,BHALKI,BIDAR
14157,SS0465,SS05,ADARSHA VIDYALAYA(R.M.S.A),BEMALKHEDA,HUMNABAD TQ.,BIDAR DIST.,,585227,G,R,HUMNABAD,BIDAR
14158,SS0466,SS01,ADARSHA VIDYALAYA (R.M.S.A),GOVT. P U COLLEGE CAMPUS,"TEACHER COLONY, AURAD (B) TQ AURAD",BIDAR DIST.,,585326,G,U,AURAD,BIDAR
14159,SS0467,SS04,VIDYANIDHI HIGH SCHOOL,SAINAGARA COLONY,BIDAR,BIDAR DIST,,585403,U,U,BIDAR,BIDAR
14160,SS0468,SS01,MORARJI DESAI RESIDENTIAL SCHOOL,NEAR A.P.M.C CROSS,"BUS STAND ROAD, AURAD (B) TQ AURAD",BIDAR DIST,,585326,G,U,AURAD,BIDAR
14161,SS0469,SS02,ADARSHA VIDYALAYA (R.M.S.A),RAJOLA,BASAVAKALYAN TQ,BIDAR DIST,,585331,G,R,BASAVAKALYAN,BIDAR
14162,SS0470,SS05,SARASWATI HIGH SCHOOL,CHIKKAPETE COLONY,HALLIKHED (B) HUMNABAD TQ.,BIDAR DIST.,,585414,U,R,HUMNABAD,BIDAR
14163,SS0471,SS02,RAMKRISHNA ENGLISH MEDIUM HIGH SCHOOL,"HIREMATH COLONY,",BASAVAKALYAN TQ.,BIDAR DIST.,,585327,U,U,BASAVAKALYAN,BIDAR
14164,SS0472,SS02,VIDYAGIRI HIGH SCHOOL,"HALAHALLI ROAD,",TOGLUR  BASAVAKALYAN TQ.,BIDAR DIST.,,NA,U,R,BASAVAKALYAN,BIDAR
14165,SS0473,SS05,VISHAVABHARATHI HIGH SCHOOL,KODAMBAL,HUMNABAD TQ.,BIDAR DIST.,,585424,U,R,HUMNABAD,BIDAR
14166,SS0474,SS05,MATHOSHRI KASTURI BAI TALAMPALLY HIGH SCHOOL,HALLIKHED (B),HUMANABAD TQ.,BIDAR DIST.,,585414,U,R,HUMNABAD,BIDAR
14167,DD0077,DD02,GOVERNMENT   GIRLS   HIGH  SCHOOL,GUBBI,TUMAKURU DISTRICT,,,NA,G,U,GUBBI,TUMKUR
14168,DD0078,DD06,GOVERNMENT  HIGH  SCHOOL,"ALADAHALLI, NONAVINAKERE  TURUVEKERE TQ",TUMAKURU DISTRICT,,,NA,G,R,TURUVEKERE,TUMKUR
14169,DD0079,DD01,SRI SIDDAGANGA RURAL HIGH SCHOOL,KANDIKERE, C.N. HALLY  TALUK,TUMAKURU DISTRICT,,NA,A,R,CHIKNAYAKANHALLI,TUMKUR
14170,DD0080,DD01,T.R. SRINIVASA SETTY RUKMINIYAMMA G.H.S.,HULIYAR,C.N. HALLY  TALUK,TUMAKURU DISTRICT,,NA,A,R,CHIKNAYAKANHALLI,TUMKUR
14171,DD0083,DD02,SRI  SIDDAGANGA  RUR.HIGH SCHOOL,"ADALAGERE, GUBBI TALUK",TUMAKURU DISTRICT,,,NA,A,R,GUBBI,TUMKUR
14172,DD0084,DD05,SIDDAGANGA  RURAL  HIGH  SCHOOL,"AREYUR, TUMAKURU TQ",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14173,DD0085,DD05,SIDDAGANGA  RURAL  JUNIOR  COLLEGE,"HALANUR, TUMAKURU TQ.",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14174,DD0086,DD05,SRI SIDDAGANGA  RURAL  H S,"HIREHALLI, TUMAKURU TQ.",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14175,DD0087,DD05,BAPUJI   JUNIOR  COLLEGE,TUMAKURU,TUMAKURU DISTRICT,,,NA,A,U,TUMKUR,TUMKUR
14176,DD0089,DD06,SHAMBULINGESHWARASWAMY RURAL H S,PURA   TURUVEKERE  TALUK,TUMAKURU DISTRICT,,,NA,A,R,TURUVEKERE,TUMKUR
14177,DD0090,DD02,PRAGATHIPARA VIDYAVARDHAKA  HIGH S,MAVINA-HALLI   VIA  C.S PURA  GUBBI TQ,TUMAKURU DISTRICT,,,NA,A,R,GUBBI,TUMKUR
14178,DD0091,DD05,BHARATHA MATHA  GIRLS  H S,POOR HOUSE -COLONY   TUMAKURU,TUMAKURU DISTRICT,,,NA,A,U,TUMKUR,TUMKUR
14179,DD0092,DD05,INDIRA  WOMEN¿S   JUNIOR  COLLEGE,"UPPARAHALLI, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,U,TUMKUR,TUMKUR
14180,DD0093,DD05,SRI  SIDDARTHA  RES.HIGH   SCHOOL,"VINOBANAGAR, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,U,TUMKUR,TUMKUR
14181,DD0094,DD04,GOVERNMENT  HIGH   SCHOOL,"GOWDANAKATTE, MATHIHALLI PO  TIPTUR TALUK",TUMAKURU DISTRICT,,,NA,G,R,TIPTUR,TUMKUR
14182,DD0096,DD05,SRI  CHAMUNDESHWARI  PROUDHA SHALA,"SEETHAKAL, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14183,DD0097,DD06,MYCEMCO  JUNIOR   COLLEGE,AMMASANDRA TURUVEKERE  TALUK,TUMAKURU DISTRICT,,,NA,U,R,TURUVEKERE,TUMKUR
14184,DD0098,DD04,SARVODAYA  JUNIOR  COLLEGE,"Y.T. ROAD, TIPTUR",TUMAKURU DISTRICT,,,NA,A,U,TIPTUR,TUMKUR
14185,DD0100,DD02,SRI  KALIDASA  HIGH SCHOOL,"BIDARE, GUBBI TALUK",TUMAKURU DISTRICT,,,NA,A,R,GUBBI,TUMKUR
14186,OA0372,OA04,SANGAMESHWARA GIRLS' HIGH SCHOOL,AMEENAGADA,HUNAGUNDA TALUQ,BAGALKOTE DISTRICT,,NA,U,R,HUNAGUND,BAGALKOT
14187,OO0415,OO07,GOVT URDU HIGH SCHOOL (RMSA),MALGHAN,SINDAGI TALUQ,VIJAYAPURA DISTRICT,,586128,G,R,SINDAGI,BIJAPUR
14188,OO0416,OO06,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),RUDAGI,MUDDEBIHAL TALUQ,VIJAYAPURA DISTRICT,,586116,G,R,MUDDEBIHAL,BIJAPUR
14189,OO0417,OO05,UPGRADED URDU GOVERNMENT HIGH SCHOOL (RMSA),"INDI,",INDI TALUQ,VIJAYAPURA DISTRICT,,586209,G,U,INDI,BIJAPUR
14190,OO0418,OO05,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),GORANALA,INDI TALUQ,VIJAYAPURA DISTRICT,,586215,G,R,INDI,BIJAPUR
14191,OO0419,OO05,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),"ALURA,",INDI TALUQ,VIJAYAPURA DISTRICT,,586204,G,R,INDI,BIJAPUR
14192,OO0420,OO05,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),BANTHANAL,INDI TALUQ,VIJAYAPURA DISTRICT,,586204,G,R,INDI,BIJAPUR
14193,OO0421,OO04,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),KATRALA,INDI TALUQ,VIJAYAPURA DISTRICT,,586204,G,R,CHADACHAN,BIJAPUR
14194,OO0422,OO07,SRI MADHU NAYAKA HIGH SCHOOL,BYAKODA,SINDAGI TALUQ,VIJAYAPURA DISTRICT,,NA,U,R,SINDAGI,BIJAPUR
14195,OO0423,OO01,SRI SANGAMESHWARA SHIVAPPA GOLAGERI HIGH SCHOOL,"VIRAKTHA MATTA,",INGALESHWARA,BASAVANA BAGEVADI TALUQ,VIJAYAPURA DISTRICT,NA,U,R,BASAVAN  BAGEWADI,BIJAPUR
14196,OO0424,OO07,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),RAMPURA (P.A),SINDAGI TALUQ,VIJAYAPURA DISTRICT,,586202,G,R,SINDAGI,BIJAPUR
14197,OO0425,OO07,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),KERUTAGI,SINDAGI TALUQ,VIJAYAPURA DISTRICT,,586118,G,R,SINDAGI,BIJAPUR
14198,OO0426,OO07,SRI SIDDHESHWARA SWAMIJI HIGH SCHOOL,DEVARAHIPPARAGI,"INDI ROAD,",SINDAGI TALUQ,VIJAYAPURA DISTRICT,586115,U,R,SINDAGI,BIJAPUR
14199,OO0427,OO04,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),"ARJANALA,","INDI TALUQ, CHADACHANA RANGE",VIJAYAPURA DISTRICT,,586207,G,R,CHADACHAN,BIJAPUR
14200,OO0428,OO07,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),BAMMANAHALLI,SINDAGI TALUQ,VIJAYAPURA DISTRICT,,586206,G,R,SINDAGI,BIJAPUR
14201,CC0330,CC01,AASHLEY INTERNATIONAL SCHOOL,BUDIKOTE ROAD,"BANGARAPET, BANGARAPET TQ",KOLAR DISTRICT,,563114,U,U,BANGARAPETE,KOLAR
14202,CC0331,CC05,ADARSHA VIDYALAYA (R.M.S.A),SHIVAKESHAVANAGAR,MULABAGILU TOWN,MULABAGILU TALUK,KOLAR DISTRICT,563131,G,U,MULBAGAL,KOLAR
14203,CC0332,CC06,SHATHASHRUNGA ENGLISH MEDIUM HIGH SCHOOL,"LAKSHMISAGARA, YADARURU POST",SRINIVASAPURA TALUK,KOLAR DIST,,563138,U,R,SRINIVASAPUR,KOLAR
14204,CC0333,CC06,SAPTHAGIRI ENGLISH HIGH SCHOOL,MULABAGILU CIRCLE,SRINIVASAPURA,SRINIVASAPURA TALUK,KOLAR DISTRICT,563135,U,U,SRINIVASAPUR,KOLAR
14205,CC0334,CC06,VENKATADRI ENGLISH HIGH SCHOOL,NEAR RAILWAY STATION,PANASAMAKALAHALLI,SRINIVASAPURA TALUK,KOLAR DISTRICT,563138,U,R,SRINIVASAPUR,KOLAR
14206,TT0480,TT05,SWAMY VIVEKANANDA ENGLISH MEDIUM HIGH SCHOOL,"M.B. AYYANAHALLI,",KUDLIGI TQ,BALLARI DIST,,583126,U,R,KUDLIGI,BELLARY
14207,TT0481,TT04,SRI GURUSHANTHA DESHI CENTRE HIGH SCHOOL,UTTANGI,HUVINA HADAGALI TQ,BALLARI DIST,,583219,U,R,HADAGALI,BELLARY
14208,IA0500,IA01,SRI RAMALINGESHWARA SWAMY HIGH SCHOOL,SRI RAMALINGESHWARA MATA,HARANAHALLI (KENGAPURA),"KANIVE BILACHI POST, CHANNAGIRI TALUQ",DAVANAGERE DISTRICT,577231,U,R,CHANNAGIRI,DAVANAGERE
14209,AS1200,AS03,GOOD ARTH CONVENT ENG MEDIUM HIGH SCHOOL,"NO. 170. 6TH CROSS, BALAJINAGAR,",BENGALURU,,,560029,U,U,SOUTH3,BANGALORE U SOUTH
14210,AS1201,AS04,"ANGEL ENG MEDIUM HIGH SCHOOL,","NO 11/12, SARASWATHINAGARA,",MAHADEVAPURA,VARTHULA ROAD,BENGALURU,560048,U,U,SOUTH4,BANGALORE U SOUTH
14211,DA0264,DA03,AKARSHANI HIGH SCHOOL,"TIPPAIAHNA DURGA,",PAVAGADA TALUK,"MADUGIRI EDU DIST, TUMAKURU",,572141,U,R,PAVAGADA,TUMKUR MADHUGIRI
14212,DA0265,DA03,ADARSHA VIDYALAYA (RMSA),PAVAGADA TOWN,PAVAGADA TALUK,"MADHUGIRI EDU DIST, TUMAKURU",,561202,G,U,PAVAGADA,TUMKUR MADHUGIRI
14213,DA0266,DA01,CHANAKYA PUBLIC SCHOOL,NEAR BYLANJANEYA TEMPLE,"MUDALAPANNE, KORATAGERE TQ"," MADHUGIRI EDU DIST, TUMAKURU",,572129,U,U,KORATAGERE,TUMKUR MADHUGIRI
14214,DA0267,DA04,THE FLORENCE ENGLISH HIGH SCHOOL,"BARAGUR,SHIRA TALUK",MADHUGIRI EDU DISTRICT,TUMAKURU,,572113,U,R,SIRA,TUMKUR MADHUGIRI
14215,DA0268,DA04,AKKAMAHADEVI ENGLISH MEDIUM HIGH SCHOOL,GURUKULA BADAVANE,"JYOTHINAGARA , SHIRA TOWN","MADHUGIRI EDU DISTRICT, TUMAKURU",,572137,U,U,SIRA,TUMKUR MADHUGIRI
14216,DD0484,DD02,SHUBHODAYA GIRLS HIGH SCHOOL,MARUTHINAGARA,GUBBI TALUK,TUMAKUR DISTRICT,,572216,U,R,GUBBI,TUMKUR
14217,DD0485,DD02,SRI GURUSREE ENGLISH MEDIUM HIGH SCHOOL,BAGURU GATE,"N H 206, SIDDHARAMESHWARA SANNIDHI","GUBBI TALUK, TUMAKURU DISTRICT",,572223,U,R,GUBBI,TUMKUR
14218,DD0486,DD05,SRI GURU BASAVA ENGLISH MEDIUM HIGH SCHOOL,"11TH WARD, MELEKOTE ROAD",TUMAKURU TQ,TUMAKURU DIST,,572102,U,U,TUMKUR,TUMKUR
14219,DD0487,DD04,SRI GURUKULA ENGLISH MEDIUM HIGH SCHOOL,"TIPTUR, TIPTUR TQ",TUMAKURU DIST,,,572202,U,U,TIPTUR,TUMKUR
14220,QQ0683,QQ06,ADARSH HIGH SCHOOL,"HOSA KARNATAKA GRUHA MANDALI,",JEWARGI,KALABURAGI DIST,,585310,U,U,JEWARGI,GULBARGA
14221,QQ0684,QQ04,GNANA BHARATHI VIDYA KENDRA HIGH SCHOOL,"INGALAGI,","CHITTAPURA TQ,","KALABURAGI DIST,",,585225,U,R,CHITTAPUR,GULBARGA
14222,QQ0685,QQ04,SRI GURU HIGH SCHOOL,BALRAMA CHOWK WADI (JN),CHITTAPURA TQ,KALABURAGI DIST,,585225,U,U,CHITTAPUR,GULBARGA
14223,QQ0686,QQ04,SMT MAHADEVAMMA MEMORIAL HIGH SCHOOL,"MALAKHED ROAD,","CHITTAPURA,",KALABURAGI DIST,,585211,U,U,CHITTAPUR,GULBARGA
14224,QQ0687,QQ06,MATHESHWARI HIGH SCHOOL,"ESHWAR LAYOUT,SHAHAPURA ROAD,","JEVARGI,",KALABURAGI DIST,,585310,U,R,JEWARGI,GULBARGA
14225,QQ0688,QQ04,BRIGHT LAND ENGLISH MEDIUM HIGH SCHOOL,BANKUR,"CHITTAPURA TQ,",KALABURAGI DIST.,GULBURGA,NA,U,R,CHITTAPUR,GULBARGA
14226,QQ0689,QQ05,MORARJI DESAI RESIDENTIAL  SCHOOL,"KALABURAGI NORTH,","KALABURAGI TQ,",KALABURAGI DIST.,,585102,G,U,GULBARGA NORTH,GULBARGA
14227,QQ0690,QQ07,GOVERNMENT HIGH SCHOOL(R.M.S.A),HEROOR (B),KALABURAGI SOUTH,KALABURAGI DIST.,,585265,G,R,GULBARGA SOUTH,GULBARGA
14228,QQ0691,QQ02,SRI KARABASAPPA BHIMASHA BELLE MEMORIAL HIGH SCHOOL,SALEGAON CROSS.,"ALAND TQ,",KALABURAGI DIST.,,585302,U,R,ALAND,GULBARGA
14229,QQ0692,QQ02,AMAR JYOTI HIGH SCHOOL,"SARASWATHI COLONY,",ALAND,KALABURAGI DIST,,NA,U,U,ALAND,GULBARGA
14230,QQ0693,QQ06,SHANTINIKETAN HIGH SCHOOL,"KARKIHALLI,","JEWARGI TQ,",KALABURAGI DIST.,,585325,U,R,JEWARGI,GULBARGA
14231,QQ0694,QQ06,BHEEMARAYAGOUDA MALKAPPAGOUDA HIGH SCHOOL,IJERI,"JEWARGI TQ,",KALABURAGI DIST.,,585310,U,R,JEWARGI,GULBARGA
14232,QQ0695,QQ05,JASMEEN PUBLIC HIGH SCHOOL,GULSHAN-E-ARFAT NAGAR,"RING ROAD,HAGARAGA ROAD,",KALABURAGI,,585104,U,U,GULBARGA NORTH,GULBARGA
14233,DA0269,DA01,SRI MAHALAKSHMI ENGLISH MEDIUM HIGH SCHOOL,"GORAVANAHALLI,THEETHA POST,","KORATAGERE TQ,",MADHUGIRI EDU DIST. TUMAKURU,,572129,U,R,KORATAGERE,TUMKUR MADHUGIRI
14234,SS0475,SS04,ISMAIL IDEAL HIGH SCHOOL,KAMTHANA,BIDAR TQ.,BIDAR DIST.,,585226,U,R,BIDAR,BIDAR
14235,SS0476,SS04,THE ROSHAN PLANET HIGH SCHOOL,KAMTHANA,BIDAR TQ.,BIDAR DIST.,,585226,U,R,BIDAR,BIDAR
14236,SS0477,SS01,SWAMI VIVEKANANDA HIGH SCHOOL,KURUBARAWADI,AURAD TALUK,BIDAR DIST.,,585326,U,R,AURAD,BIDAR
14237,SS0478,SS05,ADARSH HIGH SCHOOL,"KEB ROAD, MANNA EKHELLI",HUMNABAD TQ.,BIDAR DIST.,,585227,U,R,HUMNABAD,BIDAR
