,Block_Name,X,Year,Marks1,Marks2,Marks3,Marks4,Marks5,Marks6,Total,Dist_Name,Rural_Urban,No_of_Working_Days,No_of_Acad_Inspection,School_Dev_Grant_Recd,School_Dev_Grant_Expnd,TLM_Grant_Recd,TLM_Grant_Expnd,Tot_Clrooms,Toilet_Girls,Electricity,Library,PlayGround,Male_Tch,Female_Tch,Graduate_Teachers,Tch_with_Prof_Qual,Days_involved_in_non_tch_assgn,Teachers_involved_in_non_tch_assgn,Public,Split,Households,TotPop,Pop0.6,Literates,TotWPop,SCST,District,Yr2005,Yr2006,Yr2007,Yr2008,Yr2009,Yr2010,Yr2011,Yr2012,Yr2013,SchoolperPop2005,SchoolperPop2006,SchoolperPop2007,SchoolperPop2008,SchoolperPop2009,SchoolperPop2010,SchoolperPop2011,SchoolperPop2012,SchoolperPop2013
40,GUDIBANDA,377,2005,70.37766389,40.66648384,53.99711958,50.9094848,56.06869544,59.69563411,331.7150816,CHIKKABALLAPURA,1,123.045045,0.171171171,2445.945946,1505.405405,4004.918919,1936.900901,3.045045045,1,0.423423423,0.711711712,0.288288288,1.882882883,0.927927928,18.66666667,2.477477477,2.72972973,0.414414414,0.936936937,1,10975,51828,6912,24631,27742,20023,CHIKKABALLAPURA,111,108,110,112,115,116,129,117,119,2.141699467,2.083815698,2.122404878,2.160994057,2.218877827,2.238172416,2.489002084,2.257467006,2.296056186
41,GUNDULPET,386,2005,72.7801264,37.37037145,50.9283607,34.49367461,42.82304557,51.66207555,290.0576543,CHAMARAJANAGARA,0.926739927,98.4981685,0.289377289,5465.274725,3673.047619,4586.208791,1899.59707,4.197802198,1,0.813186813,0.853479853,0.523809524,2.084249084,0.864468864,260.1648352,2.846153846,0,0,0.912087912,0,45231,213082,23907,93419,104648,65316,CHAMARAJANAGARA,273,200,209,210,213,215,257,212,212,1.28119691,0.938605795,0.980843056,0.985536085,0.999615172,1.00900123,1.206108447,0.994922143,0.994922143
42,H.D.KOTE,395,2005,78.7187633,40.06311022,58.82571886,48.13567687,55.78886547,62.08697807,343.6191128,MYSORE,1.017241379,90.80172414,0.221264368,2724.916667,1443.33908,5721.818966,2083.692529,3.425287356,1,0.767241379,0.899425287,0.57183908,2.137931034,1.33908046,55.13793103,3.229885057,0,0,0.925287356,0,50178,245930,34086,111926,125413,117854,MYSORE,348,353,350,351,360,364,412,357,356,1.415036799,1.435367788,1.423169194,1.427235392,1.463831171,1.480095962,1.675273452,1.451632578,1.447566381
43,HADAGALI,404,2005,74.47926426,44.20457201,63.07297594,49.46582272,54.59872383,61.99126543,347.8126242,BELLARY,0.903614458,98.70481928,0.680722892,1821.686747,1440.963855,804.8192771,708.4337349,4.945783133,1,0.518072289,0.801204819,0.445783133,3.831325301,1.614457831,7.554216867,5.21686747,0,0,0.885542169,0,31084,168118,25258,86168,83795,50692,BELLARY,166,174,180,181,181,192,232,193,193,0.987401706,1.03498733,1.070676549,1.076624752,1.076624752,1.142054985,1.379983107,1.148003188,1.148003188
44,HAGARIBOMMANAHALLI,413,2005,73.16088048,39.56850158,58.32023831,42.905193,51.8688525,59.90186799,325.7255338,BELLARY,1,91.37162162,0.439189189,2762.777027,2393.945946,1262.175676,930.4054054,5.358108108,1,0.574324324,0.932432432,0.533783784,3.871621622,1.412162162,1.614864865,5.060810811,0,0,0.858108108,0,28871,159886,26690,77353,72041,51657,BELLARY,148,158,156,161,162,168,216,174,172,0.925659532,0.988204095,0.975695183,1.006967464,1.013221921,1.050748658,1.350962561,1.088275396,1.075766484
45,HANAGAL,426,2005,71.29439748,35.67938192,51.0747813,35.02776959,41.49148612,52.32586611,286.8936825,HAVERI,0.945378151,98.20588235,0.945378151,3272.289916,2055.710084,4549.134454,2062.823529,4.642857143,1,0.907563025,0.693277311,0.726890756,2.680672269,1.474789916,5.357142857,4.037815126,0,0,0.907563025,0,41308,230750,33898,133016,103459,49182,HAVERI,238,246,247,257,260,263,315,265,264,1.031419285,1.066088841,1.070422535,1.11375948,1.126760563,1.139761647,1.365113759,1.148429036,1.144095341
46,HARAPANAHALLI,435,2005,66.9638457,38.10274155,54.83204968,41.79435255,50.43329384,55.92717794,308.0534613,DAVANAGERE,1.010067114,95.45973154,0.22147651,2521.812081,893.614094,3648.657718,1146.590604,4.161073826,1,0.590604027,0.956375839,0.570469799,3.036912752,1.493288591,20.96979866,4.493288591,0,0,0.916107383,0,47749,268793,40072,127793,129866,100434,DAVANAGERE,298,303,310,311,315,318,377,321,326,1.108659824,1.127261499,1.153303843,1.157024178,1.171905518,1.183066523,1.402566287,1.194227528,1.212829203
47,HARIHARA,444,2005,69.5972269,36.70080651,52.18439154,37.65344849,42.16415249,50.72372606,289.023752,DAVANAGERE,0.777777778,92.94202899,0.280193237,2225.347826,1252.478261,2456.038647,1204.743961,5.130434783,1,0.690821256,0.850241546,0.502415459,2.381642512,3.028985507,102.3816425,5.38647343,0,0,0.797101449,0,45278,245654,31847,147969,98438,52095,DAVANAGERE,207,206,207,205,206,208,262,210,212,0.842648603,0.838577837,0.842648603,0.834507071,0.838577837,0.84671937,1.066540744,0.854860902,0.863002434
48,HASSAN,453,2005,77.5394202,42.53009858,55.455666,40.33995548,46.94386851,53.6726606,316.4816694,HASSAN,0.813432836,82.43283582,0.729477612,2403.789179,1095.979478,2682.20709,1547.371269,2.938432836,1,0.46641791,0.807835821,0.475746269,1.289179104,2.527985075,6.632462687,3.388059701,0,0,0.860074627,0,77747,361147,40470,243490,174677,47151,HASSAN,536,554,549,546,537,545,646,521,520,1.48416019,1.53400139,1.520156612,1.511849745,1.486929145,1.50908079,1.788745303,1.442625856,1.4398569
49,HAVERI,462,2005,71.99188233,43.91552553,57.03883649,46.70670979,49.88872793,56.46007926,326.0017613,HAVERI,0.830601093,99.65027322,0.224043716,2847.535519,1569.863388,4017.978142,1818.743169,5.229508197,1,0.912568306,0.868852459,0.683060109,3.114754098,2.672131148,18.24590164,5.524590164,0,0,0.879781421,0,46473,252347,35403,141719,114824,52599,HAVERI,183,188,196,196,211,215,280,227,230,0.725191898,0.745005885,0.776708263,0.776708263,0.836150222,0.852001411,1.109583233,0.899554978,0.91144337
50,HIREKERUR,471,2005,73.47115017,42.11810088,57.5463264,47.41323362,55.1837877,66.39432697,342.1269257,HAVERI,0.946341463,98.44878049,0.312195122,3787.317073,3241.902439,4429.268293,2873.37561,4.614634146,1,0.926829268,0.136585366,0.570731707,3.107317073,2.004878049,16.08292683,5.058536585,0,0,0.951219512,0,39913,212458,28355,135250,99830,49252,HAVERI,205,217,225,232,234,243,299,238,239,0.964896591,1.021378343,1.059032844,1.091980533,1.101394158,1.143755472,1.40733698,1.120221408,1.124928221
51,HIRIYUR,480,2005,72.30811451,41.73609822,60.26323462,43.45856668,50.9184985,57.15431526,325.8388278,CHITRADURGA,0.929230769,85.84307692,0.473846154,2908.264615,1196.187692,4320.550769,1149.621538,3.673846154,1,0.403076923,0.8,0.716923077,2.243076923,1.735384615,25.16615385,3.944615385,0,0,0.92,0,54405,264719,33686,145988,126607,88911,CHITRADURGA,325,325,336,367,370,368,432,371,374,1.227716938,1.227716938,1.269270434,1.386375742,1.397708514,1.390153332,1.631919129,1.401486104,1.412818876
52,HOLALKERE,489,2005,70.65342966,43.84330825,59.69496587,46.32412175,53.5161346,59.48691847,333.5188786,CHITRADURGA,0.945945946,98.30888031,0.555984556,2633.675676,1500.606178,4529.88417,1970.119691,3.66023166,1,0.49034749,0.934362934,0.517374517,2.552123552,1.613899614,8.154440154,4.111969112,0,0,0.922779923,0,39355,197766,24085,118183,106294,71838,CHITRADURGA,259,256,259,267,268,271,314,272,272,1.309628551,1.294459108,1.309628551,1.350080398,1.355136879,1.370306322,1.587735,1.375362803,1.375362803
53,HONNALI,498,2005,71.19593121,31.99774696,47.69003707,33.46631047,37.40637748,46.32249258,268.0788958,DAVANAGERE,1,97.23504274,0.683760684,2727.380342,1670.324786,5535.717949,2862.568376,4.448717949,1,0.730769231,0.88034188,0.653846154,2.991452991,1.512820513,13.44871795,4.482905983,0,0,0.893162393,0,42394,222592,28895,128786,105196,59270,DAVANAGERE,234,245,249,250,250,249,301,245,248,1.051250719,1.100668488,1.118638585,1.12313111,1.12313111,1.118638585,1.352249856,1.100668488,1.114146061
54,HONNAVAR,507,2005,79.60288175,44.17548271,68.24620732,42.25331625,49.60939294,58.43291613,342.3201971,UTTARA KANNADA,0.946308725,98.18120805,0.060402685,2881.879195,920.4966443,4556.560403,698.3322148,3.251677852,1,0.798657718,0.731543624,0.419463087,1.261744966,1.963087248,34.60067114,3.197986577,0,0,0.969798658,0,32808,160331,19990,106386,63710,7518,UTTARA KANNADA,298,300,299,303,304,305,329,302,303,1.858654908,1.871129102,1.864892005,1.889840393,1.89607749,1.902314587,2.052004915,1.883603296,1.889840393
55,HOSADURGA,516,2005,67.32406572,39.55613629,55.6031913,39.32555713,46.96929658,53.20606073,301.9843077,CHITRADURGA,0.96119403,95.06865672,0.328358209,6460.635821,4642.462687,1767.802985,1503.889552,3.08358209,1,0.507462687,0.704477612,0.447761194,2.214925373,1.349253731,39.20597015,3.528358209,0,0,0.940298507,0,44819,219445,26199,125658,108991,58352,CHITRADURGA,335,323,326,339,336,338,407,339,343,1.526578414,1.471895008,1.485565859,1.544806216,1.531135364,1.540249265,1.854678849,1.544806216,1.563034018
56,HOSAKOTE,525,2005,78.18495564,40.61604878,57.18426358,41.15933667,48.66063493,56.40290625,322.2081459,BANGALORE RURAL,0.9125,82.25,0.328125,2097.359375,733.76875,3501.725,987.875,3.509375,1,0.5125,0.81875,0.5,1.3125,2.515625,34.665625,2.790625,0,0,0.875,1,42613,222430,29047,133790,101754,56424,BANGALORE RURAL,320,307,310,314,320,319,349,324,337,1.438654858,1.380209504,1.393696893,1.411680079,1.438654858,1.434159061,1.569032954,1.456638043,1.515083397
57,HOSANAGAR,534,2005,81.47672813,41.09055835,62.65712582,38.79435194,45.38195322,55.72963914,325.1303566,SHIMOGA,1,94.3677686,0.400826446,2952.661157,1608.35124,4273.231405,1631.855372,3.384297521,1,0.818181818,0.859504132,0.384297521,1.756198347,1.128099174,54.18181818,2.805785124,0,0,0.962809917,0,23358,115000,14496,73433,49639,12763,SHIMOGA,242,241,246,245,245,250,279,250,244,2.104347826,2.095652174,2.139130435,2.130434783,2.130434783,2.173913043,2.426086957,2.173913043,2.12173913
58,HOSPET,543,2005,69.00834022,48.44344392,62.31762464,45.67555116,47.63572175,59.77363984,332.8543215,BELLARY,0.507246377,94.20652174,0.706521739,2333.333333,1515.626812,1940.942029,952.0833333,5.413043478,1,0.692028986,0.826086957,0.576086957,2.510869565,3.539855072,5.039855072,4.876811594,0,0,0.753623188,0,70719,374949,55878,194260,159125,136271,BELLARY,276,290,290,295,296,306,382,313,319,0.73610011,0.773438521,0.773438521,0.786773668,0.789440697,0.816110991,1.018805224,0.834780197,0.850782373
59,HUBLI,552,2005,65.52411444,53.61404024,64.30513491,50.01605176,54.1526597,60.43422209,349.6918621,DHARWAD,0.408408408,83.68168168,0.84984985,2944.387387,2298.717718,2872.543544,2301.705706,7.009009009,1,0.957957958,0.954954955,0.822822823,1.621621622,5.471471471,95.43843844,6.582582583,0,0,0.654654655,0,23249,128380,18442,69364,67050,15281,DHARWAD,333,355,148,152,156,160,203,165,171,2.593861972,2.765228229,1.152827543,1.183985044,1.215142546,1.246300047,1.581243184,1.285246923,1.331983175
60,HUKKERI,561,2005,78.78400504,49.45787585,66.22321442,50.78080135,60.4676512,66.32130554,372.0348534,BELGAUM CHIKKODI,0.89122807,0,0,0,0,0,0,0,1,0.49122807,0.529824561,0.656140351,2.852631579,2.687719298,5.077192982,5.294736842,0,0,0.852631579,0,70793,357193,52236,189455,165354,85744,BELGAUM CHIKKODI,285,293,284,320,326,329,397,338,337,0.797887977,0.820284832,0.79508837,0.895874219,0.912671861,0.921070682,1.111443953,0.946267144,0.943467537
61,HUMNABAD,570,2005,60.4814933,45.7082114,61.10937755,43.54944958,46.08523358,59.7264678,316.6602332,BIDAR,0.792372881,95.52966102,0.957627119,2923.449153,2493.555085,3018.483051,2758.114407,5.813559322,1,0.758474576,0.792372881,0.563559322,3.398305085,3.220338983,5.851694915,6.271186441,0,0,0.796610169,0,48327,294587,49304,143492,107457,105563,BIDAR,236,272,274,277,313,329,447,360,372,0.80112157,0.923326555,0.930115721,0.94029947,1.062504455,1.116817782,1.517378567,1.222049853,1.262784848
62,HUNAGUND,579,2005,60.31023344,34.50530269,44.68420062,34.92337167,39.45766597,44.32008943,258.2008638,BAGALKOT,0.825757576,95.64393939,0.609848485,2601.098485,1211.515152,4412.935606,1709.734848,4.954545455,1,0.575757576,0.803030303,0.625,3.359848485,2.291666667,1.731060606,5.507575758,0,0,0.90530303,0,50379,287086,46280,143701,123771,52559,BAGALKOT,264,271,283,281,293,291,364,304,302,0.919585072,0.94396801,0.985767331,0.978800777,1.020600099,1.013633545,1.267912751,1.058916144,1.05194959
63,HUNSUR,588,2005,76.53380519,40.63519544,56.45173911,45.03751277,48.93175936,54.6593162,322.2493281,MYSORE,0.987179487,82.17307692,0.641025641,5042.048077,1133.730769,2905.788462,645.5512821,3.201923077,1,0.958333333,0.980769231,0.727564103,2.022435897,1.875,19.78846154,3.58974359,0,0,0.894230769,0,52437,253926,33241,127966,136619,85379,MYSORE,312,326,334,336,335,339,401,340,343,1.228704426,1.283838599,1.31534384,1.323220151,1.319281996,1.335034616,1.579200239,1.338972772,1.350787237
64,INDI,597,2005,70.58739959,46.39336472,69.08572781,50.53647706,50.25166324,60.71702365,347.5716561,BIJAPUR,0.952830189,107.6533019,0.700471698,3980.681604,1668.691038,4148.186321,2586.261792,3.877358491,1,0.365566038,0.575471698,0.808962264,3.330188679,1.186320755,38.81367925,4.403301887,10.0259434,0.898584906,0.924528302,0,61220,353987,56947,158006,145717,73766,BIJAPUR,424,435,316,320,331,352,397,359,357,1.197784099,1.228858687,0.89268815,0.903988,0.935062587,0.9943868,1.121510112,1.014161537,1.008511612
65,JAMAKHANDI,606,2005,65.94864827,36.58229193,50.39939007,35.24993328,40.95444775,49.71414724,278.8488585,BAGALKOT,0.689542484,97.28104575,1.189542484,2604.454248,2048.127451,2500.816993,1298.686275,5.212418301,1,0.787581699,0.513071895,0.738562092,2.823529412,2.169934641,21.17320261,4.617647059,0,0,0.774509804,0,71199,408441,65469,194324,166444,67091,BAGALKOT,306,354,363,373,390,403,482,415,421,0.749190214,0.866710247,0.888745253,0.913228594,0.954850272,0.986678615,1.180097003,1.016058623,1.030748627
66,JEWARGI,615,2005,64.50966611,34.25646441,55.00281377,31.27496604,37.60806234,51.14605574,273.7980284,GULBARGA,0.923423423,90.13963964,0.216216216,2893.157658,1105.486486,5768.27027,2202.108108,3.540540541,1,0.563063063,0.63963964,0.603603604,3.211711712,1.27027027,41.38738739,4.387387387,0,0,0.932432432,1,39590,235254,42754,84871,108895,58027,GULBARGA,222,236,247,264,287,294,362,329,328,0.943660894,1.003171041,1.049929013,1.122191334,1.219958003,1.249713076,1.538762359,1.398488442,1.394237718
67,K.R.NAGARA,628,2005,70.76195115,36.75598589,51.87784844,39.12999395,48.939353,54.11813308,301.5832655,MYSORE,0.903846154,95.57692308,0.730769231,3649.584615,1771.092308,7307.326923,3293.369231,4.492307692,1,0.907692308,0.907692308,0.603846154,2.823076923,1.834615385,4.523076923,4.315384615,0,0,0.903846154,0,50573,239199,27915,126062,112339,50481,MYSORE,260,264,265,269,269,275,336,272,269,1.086961066,1.103683544,1.107864163,1.124586641,1.124586641,1.149670358,1.404688147,1.1371285,1.124586641
68,KADUR,637,2005,83.02332336,45.2965191,59.77459139,43.40191379,49.373028,58.20041021,339.0697858,CHIKKAMANGALORE,0.926503341,68.19153675,0.305122494,2012.104677,821.5924276,3192.899777,1145.697105,2.378619154,1,0.679287305,0.650334076,0.592427617,2.053452116,1.122494432,89.34075724,3.097995546,0,0,0.957683742,0,60868,289406,33387,173698,132093,61311,CHIKKAMANGALORE,449,441,298,283,275,280,342,286,289,1.551453667,1.52381084,1.029695307,0.977865006,0.950222179,0.967498946,1.181730856,0.988231066,0.998597127
69,KALGHATAGI,646,2005,77.02374802,48.17558746,66.92623823,56.23159225,64.3144676,68.05952544,380.731159,DHARWAD,0.943089431,39.01626016,0.073170732,1178.861789,764.2276423,2203.252033,1225.203252,1.585365854,1,0.869918699,0.365853659,0.739837398,2.170731707,1.829268293,17.55284553,3.918699187,0,0,0.967479675,0,25297,137016,21217,67475,76415,22068,DHARWAD,123,129,132,135,138,137,173,139,140,0.897705377,0.941495884,0.963391137,0.98528639,1.007181643,0.999883225,1.262626263,1.014480061,1.021778478
70,KANAKAPURA,655,2005,72.81343883,56.09735122,57.36285976,44.09500057,52.75920193,59.80730421,342.9351565,RAMANAGARA,0.931313131,85.54747475,0.191919192,2336.39798,584.7838384,4227.648485,685.8484848,3.02020202,1,0.660606061,0.931313131,0.452525253,1.581818182,1.646464646,42.73535354,2.478787879,0,0,0.929292929,1,72259,337208,37741,167572,165708,69861,RAMANAGARA,495,497,505,507,505,515,569,506,511,1.467936704,1.473867761,1.497591991,1.503523048,1.497591991,1.527247278,1.687385827,1.500557519,1.515385163
71,KARKALA,664,2005,88.91162162,46.86176515,68.69652785,44.69283576,49.31072186,57.52368664,355.9971589,UDUPI,0.899521531,100.0717703,0.133971292,2933.014354,828.5358852,5834.92823,774.9473684,4.918660287,1,0.90430622,0.789473684,0.755980861,1.727272727,2.636363636,48.67464115,4.172248804,0,0,0.913875598,0,40341,205598,22120,149187,100091,27549,UDUPI,209,210,215,217,218,219,274,222,219,1.016546854,1.021410714,1.045730017,1.055457738,1.060321598,1.065185459,1.332697789,1.079777041,1.065185459
72,KARWAR,673,2005,80.3638744,42.25174962,64.91278827,42.26766389,48.51318324,57.87517237,336.1844318,UTTARA KANNADA,0.717277487,96.47643979,0.251308901,2557.219895,1294.874346,4037.277487,1237.34555,3.806282723,1,0.560209424,0.863874346,0.397905759,0.732984293,3.204188482,1.230366492,3.931937173,0,0,0.926701571,0,35273,147890,15815,110925,57101,9725,UTTARA KANNADA,191,195,191,190,190,196,231,197,199,1.29150044,1.318547569,1.29150044,1.284738657,1.284738657,1.325309352,1.561971736,1.332071134,1.345594699
73,KHANAPUR,682,2005,74.28446315,44.6153972,56.78023818,48.04979628,53.31987979,59.77667795,336.8264525,BELGAUM,0.952522255,85.85459941,0.551928783,3719.109792,3039.008902,2039.780415,1743.620178,3.827893175,1,0.335311573,0.661721068,0.578635015,2.652818991,1.421364985,21.58456973,3.979228487,0,0,0.973293769,0,47062,243185,35264,137260,115830,27734,BELGAUM,337,341,347,355,359,364,417,369,367,1.385776261,1.402224644,1.426897218,1.459793984,1.476242367,1.496802846,1.714743919,1.517363324,1.509139133
74,KOLAR,691,2005,70.77685967,42.3171148,53.1444736,38.3162759,45.29228943,53.32560675,303.1726201,KOLAR,0.851351351,122.8693694,0.463963964,2586.736486,2098.867117,3707.103604,2809.844595,4.355855856,1,0.567567568,0.833333333,0.493243243,1.641891892,2.709459459,5.351351351,3.927927928,4.95045045,0.416666667,0.862612613,1,65097,342593,46557,203801,160213,91405,KOLAR,444,470,480,481,480,482,533,477,480,1.295998459,1.37189026,1.401079415,1.40399833,1.401079415,1.406917246,1.555781934,1.392322669,1.401079415
75,KOLLEGAL,700,2005,80.11997687,47.48975283,63.33731224,58.462915,60.41332432,62.99234937,372.8156306,CHAMARAJANAGARA,0.953307393,84.25486381,0.422178988,2306.801556,2664.577821,2995.614786,1530.457198,3.994163424,1,0.86381323,0.758754864,0.505836576,1.19844358,1.389105058,381.2626459,2.447470817,0,0,0.869649805,0,70512,336838,42727,158412,162420,126431,CHAMARAJANAGARA,514,431,122,130,132,135,171,137,136,1.525956098,1.279546844,0.362191914,0.385942204,0.391879776,0.400786135,0.507662437,0.406723707,0.403754921
76,KOPPA,709,2005,90.02327398,46.8178416,65.24658754,42.27187422,49.51503607,59.14661311,353.0212265,CHIKKAMANGALORE,0.961538462,83.77564103,0.467948718,2248.814103,1254.615385,4449.083333,2274.698718,3.256410256,1,0.865384615,0.814102564,0.679487179,1.551282051,1.532051282,32.47435897,2.871794872,0,0,0.929487179,0,19252,87780,10270,60687,39462,20268,CHIKKAMANGALORE,156,157,157,152,148,149,176,150,150,1.777170198,1.788562315,1.788562315,1.731601732,1.686033265,1.697425382,2.005012531,1.708817498,1.708817498
77,KOPPAL,718,2005,71.57203794,39.80781905,56.3620489,35.39353229,42.33334317,53.5789445,299.0477258,KOPPAL,1.015564202,86.64980545,0.552529183,1919.564202,1329.782101,5399.140078,3283.396887,4.373540856,1,0.941634241,1.023346304,0.945525292,2.879377432,2.233463035,40.48638132,4.774319066,0,0,0.852140078,0,55556,314051,54887,149925,140970,77918,KOPPAL,257,260,271,285,295,300,358,328,332,0.818338423,0.827891011,0.86291717,0.907495916,0.939337878,0.955258859,1.139942239,1.044416353,1.057153138
78,KORATAGERE,727,2005,70.32350561,39.26035106,56.17688107,41.91766342,52.74621988,58.25780962,318.6824306,TUMKUR MADHUGIRI,1.058608059,102.3443223,0.395604396,2550.164835,1189.908425,1270.805861,569.4688645,3.241758242,1,0.549450549,0.754578755,0.336996337,1.893772894,1.446886447,15.18681319,3.304029304,6.501831502,0.545787546,0.963369963,0,35591,160952,19028,89042,90688,51908,TUMKUR MADHUGIRI,273,279,283,284,285,288,327,288,288,1.696157861,1.733436055,1.758288185,1.764501218,1.77071425,1.789353348,2.031661613,1.789353348,1.789353348
79,KRISHNARAJA PET,736,2005,69.62218254,41.61360029,58.6011278,49.1540888,50.94873829,60.12399539,330.0637331,MANDYA,0.958005249,94.18897638,0.215223097,12531.49606,5604.992126,1418.005249,946.3412073,3.496062992,1,0.535433071,0.918635171,0.593175853,2.217847769,0.900262467,13.64304462,2.963254593,0,0,0.918635171,0,51544,248245,29982,134506,121156,35784,MANDYA,381,382,378,386,381,384,420,384,381,1.534774114,1.538802393,1.522689279,1.554915507,1.534774114,1.54685895,1.691876976,1.54685895,1.534774114
80,KUDLIGI,745,2005,70.24028418,39.50717422,53.13245744,42.69630485,46.89751654,54.72255026,307.1962875,BELLARY,0.839344262,92.67868852,0.485245902,2656.088525,2120.845902,5065.003279,2203.698361,4.498360656,1,0.626229508,0.829508197,0.357377049,3.062295082,1.527868852,4.416393443,4.462295082,0,0,0.908196721,0,47811,272183,44355,135659,132949,125862,BELLARY,305,315,324,326,330,338,402,344,343,1.120569617,1.157309604,1.190375593,1.19772359,1.212419585,1.241811575,1.476947495,1.263855568,1.260181569
81,KUMTA,754,2005,82.11626954,42.86114098,68.49333837,42.97397742,48.94017672,58.58124791,343.9661509,UTTARA KANNADA,0.897777778,101.5688889,0.151111111,2860.293333,1752.404444,6500,1891.368889,3.831111111,1,0.644444444,0.8,0.404444444,1.208888889,2.648888889,41.04888889,3.813333333,0,0,0.973333333,0,28251,145826,16533,102979,57489,8841,UTTARA KANNADA,225,228,228,232,232,227,258,229,227,1.54293473,1.563507194,1.563507194,1.590937144,1.590937144,1.556649706,1.769231824,1.570364681,1.556649706
82,KUNDAGOL,763,2005,72.78780152,41.15396621,60.80164529,43.89380791,49.45780689,58.49784316,326.592871,DHARWAD,0.919642857,94.95535714,0.419642857,3520.464286,3109.651786,7733.508929,4987.982143,6.883928571,1,0.875,0.794642857,0.651785714,3.348214286,1.776785714,28.09821429,4.928571429,0,0,0.964285714,0,28333,157053,21975,88325,80271,23671,DHARWAD,112,114,114,118,123,121,150,122,127,0.713135056,0.725869611,0.725869611,0.75133872,0.783175106,0.770440552,0.955091593,0.776807829,0.808644216
83,KUNIGAL,772,2005,72.79062869,35.90601754,53.20630698,39.89519848,42.45435474,49.50131947,293.7538259,TUMKUR,0.942675159,105.8046709,0.420382166,2334.849257,1290.505308,558.2059448,208.0721868,3.282377919,1,0.341825902,0.836518047,0.33970276,1.558386412,1.33970276,42.81528662,2.828025478,4.341825902,0.872611465,0.944798301,0,50792,236030,28420,127359,120479,33117,TUMKUR,471,468,471,465,465,463,521,467,465,1.995509045,1.982798797,1.995509045,1.970088548,1.970088548,1.961615049,2.207346524,1.978562047,1.970088548
84,KUSTAGI,781,2005,68.97444561,38.68955973,55.65454755,35.77547167,41.63832288,55.20064529,295.9329927,KOPPAL,1.382608696,96.47391304,0.452173913,2273.421739,1351.295652,7520.326087,4811.417391,4.165217391,1,0.960869565,1.239130435,1,3.160869565,1.439130435,57.56086957,4.426086957,0,0,0.886956522,0,40365,239331,43691,100270,113830,63592,KOPPAL,230,228,238,243,246,251,308,261,272,0.961012155,0.952655527,0.994438664,1.015330233,1.027865174,1.048756743,1.286920625,1.09053988,1.136501331
85,LINGASUGUR,790,2005,73.19667188,46.94658264,64.25036084,48.33292519,54.26550153,64.69317037,351.6852124,RAICHUR,0.91025641,87.16987179,0.391025641,2923.871795,1891,6924.891026,3945.948718,3.493589744,1,0.288461538,0.788461538,0.657051282,2.605769231,1.730769231,10.71474359,4.019230769,0,0,0.891025641,0,54074,321042,57107,134650,137050,119744,RAICHUR,312,323,333,363,375,386,454,396,402,0.971835461,1.00609889,1.037247463,1.13069318,1.168071467,1.202334897,1.41414519,1.233483469,1.252172613
86,MADDUR,799,2005,77.39017929,49.80238116,65.73384614,59.22182549,60.9680735,69.38973241,382.506038,MANDYA,0.943521595,98.75415282,0.235880399,3563.69103,1896.58804,4275.604651,1847.9701,4.352159468,1,0.588039867,0.890365449,0.591362126,2.265780731,1.857142857,27.29568106,3.800664452,0,0,0.840531561,0,62202,290783,32406,153676,140682,38757,MANDYA,301,306,307,305,307,311,381,317,309,1.035136167,1.05233112,1.05577011,1.048892129,1.05577011,1.069526073,1.310255414,1.090160016,1.062648092
87,MADHUGIRI,808,2005,72.09124933,42.05074376,55.83329036,46.47430463,54.47967675,60.55378408,331.4830489,TUMKUR MADHUGIRI,0.992610837,103.3940887,0.369458128,3040.982759,962.4827586,1235.268473,705.7192118,3.418719212,1,0.386699507,0.832512315,0.433497537,2.177339901,1.342364532,25.19950739,3.47044335,4.307881773,0.371921182,0.933497537,0,56936,265884,32518,142902,141613,92091,TUMKUR MADHUGIRI,406,394,400,391,402,403,460,400,400,1.526981691,1.481849227,1.504415459,1.470566112,1.511937537,1.515698575,1.730077778,1.504415459,1.504415459
88,MADIKERI,817,2005,75.18658842,41.5890124,54.52794334,37.12361016,42.87390372,50.80294979,302.1040078,KODAGU,0.911949686,84.20754717,0.13836478,1437.106918,798.7421384,2899.371069,1183.396226,4.597484277,1,0.830188679,0.880503145,0.767295597,0.867924528,4.150943396,19.87421384,4.647798742,0,0,0.867924528,0,33101,142012,18165,103615,67020,21490,KODAGU,159,155,157,161,160,160,190,162,163,1.119623694,1.09145706,1.105540377,1.133707011,1.126665352,1.126665352,1.337915106,1.140748669,1.147790328
89,MAGADI,826,2005,71.53015051,53.18845514,60.59447573,41.93683711,47.3032187,55.80650804,330.3596452,RAMANAGARA,0.990719258,89.14153132,0.171693735,2351.160093,686.187935,4147.770302,814.1554524,2.619489559,1,0.489559165,0.883990719,0.276102088,1.663573086,1.250580046,18.87238979,2.682134571,0,0,0.972157773,1,43534,202417,23059,112412,105259,43983,RAMANAGARA,431,432,436,440,444,447,482,408,410,2.129267799,2.134208095,2.153969281,2.173730467,2.193491653,2.208312543,2.381222921,2.015640979,2.025521572
