"","Group.1","sslccode","taluk","dist","Marks1","Marks2","Marks3","Marks4","Marks5","Marks6","Total","Result","Year"
"31","CHALLAKERE",NA,NA,NA,70.6608907240281,44.5691835003667,56.6877678958554,47.9759937009634,54.4129639419894,59.419088748219,333.725888511422,NA,2005
"32","CHAMARAJA NAGAR",NA,NA,NA,70.3596181323494,37.314058838934,52.4450788746612,34.6996079580579,42.1613480936839,49.8091537454781,286.788865643165,NA,2005
"33","CHANNAGIRI",NA,NA,NA,68.530405175735,37.0471875560891,51.8014040967336,35.365716624483,44.8336514747789,52.8096208209456,290.387985748765,NA,2005
"34","CHANNAYARAPATNA",NA,NA,NA,72.7628965593677,36.1623912047744,50.2692718935805,35.7838648433328,41.9094826710634,50.4605918026032,287.348498974722,NA,2005
"35","CHIKKABALLAPUR",NA,NA,NA,72.2867541509718,45.5195529374235,60.5604419900119,47.7398828481868,51.4929816881822,58.1279943668202,335.727607981597,NA,2005
"36","CHIKMAGALUR",NA,NA,NA,78.9684102063977,46.8772798091033,58.9539599307737,41.1148885206195,45.838337677062,53.1540825620009,324.906958705957,NA,2005
"37","CHIKNAYAKANHALLI",NA,NA,NA,74.496129861116,35.0748847800558,54.4000717127933,37.7629799818883,41.7581345059465,49.1797015575166,292.671902399316,NA,2005
"38","CHIKODI",NA,NA,NA,78.4977451713488,47.6026605439337,61.4187386072986,44.8183785306886,51.2744872158428,58.4228958678955,342.034905937008,NA,2005
"39","CHINCHOLI",NA,NA,NA,54.9891021236982,30.916741159706,44.5366974561893,28.2900010819945,32.1264091801857,40.7889907600352,231.647941761809,NA,2005
"40","CHINTAMANI",NA,NA,NA,76.8297600577502,45.315646006686,62.0063923387709,44.8873250854735,49.6903130617885,60.8106603636814,339.540096914151,NA,2005
"41","CHITRADURGA",NA,NA,NA,70.843460079443,44.9346668498891,57.0762904409666,45.7521317540249,50.4084610324265,58.6154244547333,327.630434611483,NA,2005
"42","CHITTAPUR",NA,NA,NA,58.9920450399065,41.2025934227647,59.1885091949503,40.4582182842671,43.6521822881635,50.8429292223171,294.336477452369,NA,2005
"43","DAVANAGERE(N)",NA,NA,NA,67.6714844711741,36.8248031526197,51.9830029131342,35.9867029212179,43.656975483667,48.8647241254534,284.987693067266,NA,2005
"44","DAVANAGERE(S)",NA,NA,NA,72.617610070805,43.4399877200939,56.608959859117,41.6355394006593,46.071257978261,57.9206713094975,318.294026338434,NA,2005
"45","DEVADURGA",NA,NA,NA,69.7847148428855,40.6206919301464,58.9367269099118,43.3976195511858,53.5161356870254,55.6971967352957,321.953085656451,NA,2005
"46","DEVANAHALLI",NA,NA,NA,75.3226932820342,39.4278678253481,54.8589182289874,38.8483383590602,44.4122786442954,53.3830925649911,306.253188904716,NA,2005
"47","DHARWAD",NA,NA,NA,67.2743096553226,42.2545279818856,58.1721541015004,41.9098593979384,49.775380206262,57.8529126107657,317.239143953675,NA,2005
"48","DHARWAD CITY",NA,NA,NA,64.4194315249989,44.5970889711113,57.5765922706424,40.0574046553717,45.1132536354076,52.7428805774911,304.506651635023,NA,2005
"49","DODDABALLAPURA",NA,NA,NA,76.0055920228152,39.862580249891,55.4393010667363,39.801498536834,44.7050797174161,55.104677518411,310.918729112104,NA,2005
"50","GADAG CITY",NA,NA,NA,71.7197881115539,51.4456372841521,65.6149900281819,43.9856936504785,51.9131233453206,62.4972626968581,347.176495116545,NA,2005
"51","GADAG RURAL",NA,NA,NA,69.5036815564179,38.8675445735814,58.0030857825944,33.5736632761446,46.153181665659,58.6041632379056,304.705320092303,NA,2005
"52","GANGAVATHI",NA,NA,NA,69.2261284305484,40.2798401335269,55.2507937927891,38.8062077750626,43.1830290384457,50.8470103891112,297.593009559484,NA,2005
"53","GOKAK",NA,NA,NA,80.5094095856691,54.5684240959834,73.7738570921611,57.9651431991772,64.8266787333177,70.4252981199438,402.068810826252,NA,2005
"54","GOWRIBIDANUR",NA,NA,NA,62.640248725568,35.6496666076777,48.969919646969,34.5473238070952,41.4958955937848,47.3858642552742,270.688918636369,NA,2005
"55","GUBBI",NA,NA,NA,74.4113830561202,39.2119335028848,58.4186613204328,43.3841373137392,48.4683697678699,57.6514812999676,321.545966261015,NA,2005
"56","GUDIBANDA",NA,NA,NA,70.3776638855708,40.6664838416106,53.9971195755238,50.9094847956334,56.0686954408264,59.6956341098594,331.715081649024,NA,2005
"57","GULBARGA NORTH",NA,NA,NA,60.3727987282073,40.2176437940302,52.6710344243358,36.7741625892035,41.1093478186454,47.2765324259429,278.421519780365,NA,2005
"58","GULBARGA SOUTH",NA,NA,NA,58.428069957728,39.440300351308,54.641255413436,37.9717085994605,43.0474498362339,46.5803772305737,282.039823946521,NA,2005
"59","GUNDULPET",NA,NA,NA,72.7801263984288,37.3703714535428,50.9283607003662,34.4936746101022,42.8230455687261,51.662075554604,290.05765428577,NA,2005
"60","H.D.KOTE",NA,NA,NA,78.7187633045396,40.0631102171774,58.8257188615537,48.1356768669989,55.7888654686543,62.086978069885,343.619112788809,NA,2005
"61","HADAGALI",NA,NA,NA,74.4792642602816,44.2045720147258,63.0729759412736,49.4658227165531,54.5987238285422,61.9912654252575,347.812624186634,NA,2005
"62","HAGARIBOMMANAHALLI",NA,NA,NA,73.1608804823324,39.5685015772175,58.3202383125211,42.9051929952255,51.8688524956922,59.9018679858804,325.725533848869,NA,2005
"63","HANAGAL",NA,NA,NA,71.2943974831585,35.6793819195915,51.0747813040564,35.0277695888249,41.4914861197633,52.3258661060782,286.893682521473,NA,2005
"64","HANUR",NA,NA,NA,79.1361387613816,44.0650984112997,59.263747256266,46.1048954125468,50.0907777471494,57.3477538673825,336.008411456026,NA,2005
"65","HARAPANAHALLI",NA,NA,NA,66.9638457004568,38.1027415497412,54.832049684696,41.7943525537819,50.4332938395636,55.9271779422127,308.053461270452,NA,2005
"66","HARIHARA",NA,NA,NA,69.5972269002605,36.7008065057432,52.1843915423066,37.6534484869703,42.1641524891987,50.7237260554831,289.023751979963,NA,2005
"67","HASSAN",NA,NA,NA,77.5394202028248,42.5300985782174,55.4556660012911,40.3399554788763,46.943868508366,53.672660602978,316.481669372554,NA,2005
"68","HAVERI",NA,NA,NA,71.9918823344556,43.9155255256494,57.0388364903223,46.7067097878752,49.8887279336134,56.4600792621086,326.001761334024,NA,2005
"69","HIREKERUR",NA,NA,NA,73.4711501710022,42.1181008845052,57.546326395334,47.4132336233613,55.1837877029229,66.394326965323,342.126925742449,NA,2005
"70","HIRIYUR",NA,NA,NA,72.3081145094058,41.7360982221897,60.2632346241278,43.4585666845761,50.9184984977385,57.1543152628594,325.838827800897,NA,2005
"71","HOLALKERE",NA,NA,NA,70.6534296634992,43.843308251094,59.6949658714329,46.3241217530451,53.5161345984149,59.4869184656458,333.518878603132,NA,2005
"72","HOLE NARSIPUR",NA,NA,NA,73.5389309565031,40.7479139839322,51.9377113212689,40.0936773923747,45.4728239817232,53.6642321381142,305.455289773916,NA,2005
"73","HONNALI",NA,NA,NA,71.1959312139408,31.9977469581439,47.6900370675397,33.466310465924,37.4063774839129,46.3224925774645,268.078895766926,NA,2005
"74","HONNAVAR",NA,NA,NA,79.6028817497237,44.1754827110319,68.2462073207105,42.2533162527764,49.6093929365474,58.4329161250108,342.320197095801,NA,2005
"75","HOSADURGA",NA,NA,NA,67.3240657153327,39.5561362932892,55.6031913007648,39.3255571275726,46.96929657684,53.2060607254369,301.984307739236,NA,2005
"76","HOSAKOTE",NA,NA,NA,78.1849556393735,40.6160487787425,57.1842635778286,41.1593366739734,48.6606349311344,56.4029062513088,322.208145852361,NA,2005
"77","HOSANAGAR",NA,NA,NA,81.4767281294096,41.0905583494525,62.6571258196271,38.7943519409358,45.3819532173235,55.729639143624,325.130356600372,NA,2005
"78","HOSPET",NA,NA,NA,69.0083402205412,48.4434439230499,62.3176246437253,45.6755511618551,47.6357217460172,59.7736398440851,332.854321539274,NA,2005
"79","HUBLI",NA,NA,NA,65.5241144445367,53.6140402350014,64.3051349145409,50.0160517603748,54.152659702004,60.4342220941576,349.691862095849,NA,2005
"80","HUBLI CITY",NA,NA,NA,68.4097341784641,46.1450690777973,61.7078499662136,45.7595543168786,56.1691595777143,62.984506524,341.175873641068,NA,2005
"81","HUKKERI",NA,NA,NA,78.7840050416347,49.4578758460001,66.2232144216931,50.7808013462176,60.4676512041956,66.321305543338,372.034853403079,NA,2005
"82","HUMNABAD",NA,NA,NA,60.481493304613,45.7082113963838,61.1093775460584,43.5494495767464,46.0852335831107,59.7264678045521,316.660233211464,NA,2005
"83","HUNAGUND",NA,NA,NA,60.3102334393224,34.5053026918699,44.6842006244022,34.9233716673848,39.4576659666278,44.3200894280797,258.200863817687,NA,2005
"84","HUNSUR",NA,NA,NA,76.5338051860465,40.6351954437512,56.4517391060589,45.0375127684941,48.9317593642232,54.6593161957188,322.249328064293,NA,2005
"85","INDI",NA,NA,NA,70.5873995884074,46.3933647153749,69.0857278057679,50.5364770620694,50.2516632428821,60.7170236536879,347.57165606819,NA,2005
"86","JAGALUR",NA,NA,NA,70.9233037853672,38.5579767381637,55.9385425431239,42.8227930422924,50.678813528267,58.7042628491091,317.625692486323,NA,2005
"87","JAMAKHANDI",NA,NA,NA,65.9486482740473,36.5822919332226,50.399390070811,35.2499332849778,40.9544477455397,49.7141472363317,278.84885854493,NA,2005
"88","JEWARGI",NA,NA,NA,64.5096661081773,34.2564644111335,55.0028137721558,31.2749660378481,37.6080623378569,51.1460557379673,273.798028405139,NA,2005
"89","K G F",NA,NA,NA,54.3964309422411,41.8614711560571,46.72376794164,34.0806936586638,39.8952763683033,49.0318251162898,265.989465183195,NA,2005
"90","K.R.NAGARA",NA,NA,NA,70.7619511540887,36.7559858944952,51.8778484436684,39.1299939512167,48.9393529957107,54.1181330776429,301.583265516823,NA,2005
"91","KADUR",NA,NA,NA,83.023323359951,45.2965191036486,59.7745913857492,43.4019137859228,49.3730279968825,58.2004102092326,339.069785841387,NA,2005
"92","KALGHATAGI",NA,NA,NA,77.0237480237727,48.1755874579471,66.9262382271681,56.231592253934,64.3144675984152,68.0595254447544,380.731159005991,NA,2005
"93","KANAKAPURA",NA,NA,NA,72.8134388258227,56.0973512211902,57.3628597637885,44.0950005733287,52.7592019263846,59.807304208233,342.935156518748,NA,2005
"94","KARKALA",NA,NA,NA,88.9116216201424,46.8617651497814,68.6965278499914,44.6928357616211,49.3107218578144,57.5236866425493,355.9971588819,NA,2005
"95","KARWAR",NA,NA,NA,80.3638744017444,42.2517496236968,64.9127882652003,42.2676638857637,48.5131832374281,57.8751723658616,336.184431779695,NA,2005
"96","KHANAPUR",NA,NA,NA,74.284463146414,44.6153971979756,56.7802381824228,48.0497962753969,53.3198797943097,59.7766779527711,336.82645254929,NA,2005
"97","KOLAR",NA,NA,NA,70.7768596694803,42.3171147982195,53.1444735956286,38.3162759018809,45.2922894295152,53.3256067542407,303.172620148965,NA,2005
"98","KOLLEGAL",NA,NA,NA,80.1199768678417,47.4897528298573,63.3373122351006,58.4629149970507,60.4133243212033,62.9923493654094,372.815630616463,NA,2005
"99","KOPPA",NA,NA,NA,90.0232739754773,46.8178416024449,65.24658754329,42.271874215441,49.5150360709027,59.1466131141395,353.021226521695,NA,2005
"100","KOPPAL",NA,NA,NA,71.5720379385236,39.807819053387,56.3620488996156,35.3935322877688,42.3333431678822,53.5789444975423,299.047725844719,NA,2005
"101","KORATAGERE",NA,NA,NA,70.3235056063839,39.2603510554665,56.1768810695964,41.9176634203011,52.7462198751289,58.2578096209409,318.682430647818,NA,2005
"102","KRISHNARAJA PET",NA,NA,NA,69.6221825366942,41.613600293402,58.6011278037458,49.1540887985092,50.9487382930516,60.1239953871033,330.063733112506,NA,2005
"103","KUDLIGI",NA,NA,NA,70.2402841799932,39.5071742164615,53.1324574431693,42.6963048473236,46.8975165384167,54.722550261036,307.1962874864,NA,2005
"104","KUMTA",NA,NA,NA,82.116269541561,42.8611409814093,68.493338369701,42.9739774150423,48.9401767154459,58.581247913747,343.966150936907,NA,2005
"105","KUNDAGOL",NA,NA,NA,72.7878015217996,41.153966210015,60.8016452924971,43.8938079089663,49.4578068850303,58.4978431598751,326.592870978183,NA,2005
"106","KUNDAPURA",NA,NA,NA,88.7907404473412,46.3378705712429,65.9765275721021,42.9067131876128,48.0115210472672,56.3895746592737,348.41294748484,NA,2005
"107","KUNIGAL",NA,NA,NA,72.7906286856364,35.9060175440914,53.2063069837287,39.8951984752351,42.4543547392327,49.5013194696741,293.753825897598,NA,2005
"108","KUSTAGI",NA,NA,NA,68.9744456124225,38.6895597325113,55.6545475466772,35.7754716745573,41.6383228816082,55.2006452918421,295.932992739619,NA,2005
"109","LINGASUGUR",NA,NA,NA,73.196671878259,46.9465826405678,64.2503608409806,48.3329251863746,54.2655015252637,64.6931703705178,351.685212441964,NA,2005
"110","MADDUR",NA,NA,NA,77.390179292519,49.8023811584113,65.7338461409004,59.2218254938712,60.9680734951782,69.3897324068145,382.506037987695,NA,2005
"111","MADHUGIRI",NA,NA,NA,72.0912493283961,42.0507437586813,55.8332903617905,46.4743046320627,54.479676749466,60.5537840760743,331.483048906471,NA,2005
"112","MADIKERI",NA,NA,NA,75.186588416036,41.5890123956462,54.5279433440579,37.1236101588829,42.8739037193621,50.8029497877293,302.104007821714,NA,2005
"113","MAGADI",NA,NA,NA,71.5301505119426,53.1884551395695,60.5944757333742,41.9368371129664,47.3032186962675,55.8065080393393,330.35964523346,NA,2005
"114","MALAVALLY",NA,NA,NA,71.9868196274672,37.3735257497906,55.4819621492538,40.5098387251095,46.5217004686647,54.8928782158004,306.766724936086,NA,2005
"115","MALUR",NA,NA,NA,71.9696884541856,42.8942505151356,54.2579777496856,38.575385448674,46.2081157922348,54.1120612045015,308.017479164417,NA,2005
"116","MANDYA NORTH",NA,NA,NA,70.8797835634001,37.6624928895676,55.919190216049,45.3336387010757,49.7509699019424,56.8112059617949,316.35728123383,NA,2005
"117","MANDYA SOUTH",NA,NA,NA,69.6799037903105,42.671148250383,56.7168803645993,43.0369943897994,47.5090412748297,55.4124213877176,315.026389457639,NA,2005
"118","MANVI",NA,NA,NA,75.4859797738255,46.5195345674058,62.4406802019282,47.0770196228454,52.3952939944042,64.6712617457229,348.589769906132,NA,2005
"119","MOLAKALMUR",NA,NA,NA,64.2460731978074,39.9815853920498,52.1477454213749,43.1911177727548,46.1769988275669,51.5654882513933,297.309008862947,NA,2005
"120","MOODIGERE",NA,NA,NA,82.1887958725357,44.6254485894932,60.74829905572,41.0673835496111,45.9005186989726,53.4457051656846,327.976150932017,NA,2005
"121","MUDDEBIHAL",NA,NA,NA,74.2357061198368,50.7258916174847,68.6386044746933,51.5516645021,56.1183028754499,65.9470899235522,367.217259513117,NA,2005
"122","MUDHOL",NA,NA,NA,70.2714509687008,36.6876715855797,53.6327029261264,35.51986802831,41.6920765718771,51.8398212914801,289.643591372074,NA,2005
"123","MULBAGAL",NA,NA,NA,63.3597486200062,41.3960601406924,52.3576910194145,36.8777037044495,45.3138767925516,53.5430519295267,292.848132206641,NA,2005
"124","MUNDARAGI",NA,NA,NA,64.0726457649252,37.7215995149065,52.7465417454646,35.3793116916038,40.4900955377287,49.6177190146963,280.027913269325,NA,2005
"125","MYSORE NORTH",NA,NA,NA,71.5331029977543,46.0511800429388,53.6975964660737,42.515286684381,45.9651271872521,52.2414709568296,312.00376433523,NA,2005
"126","MYSORE RURAL",NA,NA,NA,76.5182555150715,37.8578530287642,52.6743412150305,40.9487831503744,46.272398106249,53.4105654863571,307.682196501847,NA,2005
"127","MYSORE SOUTH",NA,NA,NA,74.1943660942368,46.6076975475901,54.9783610698886,41.982760662124,45.5261422938164,53.076925802172,316.366253469828,NA,2005
"128","NAGAMANGALA",NA,NA,NA,68.2402479649927,40.3379513577045,57.5310759295477,43.4337507811367,46.6604926241086,57.2812430329803,313.484761690471,NA,2005
"129","NANJANAGUD",NA,NA,NA,73.7854286304691,38.3568669572451,51.4177099099314,37.5583744252644,44.3651993310098,52.7702835670121,298.253862820932,NA,2005
"130","NARAGUND",NA,NA,NA,66.5077278872804,46.2964359538839,66.1192379234579,37.5118173942691,51.7348898073857,65.7642349897454,333.934343956022,NA,2005
"131","NARASIMHARAJAPURA",NA,NA,NA,87.936587528568,47.2093579651464,63.0216759955783,40.9429330396719,48.1025923534115,55.5780024757295,342.791149358105,NA,2005
"132","NAVALGUND",NA,NA,NA,64.6360633563281,41.3032582410753,55.9676601037605,37.3811168619142,41.9317128048781,55.1487890214417,296.368600389398,NA,2005
"133","NELAMANGALA",NA,NA,NA,78.0531994770792,40.080761858846,56.2325609417403,40.1253215468405,46.2705171679146,55.8070944614887,316.569455453909,NA,2005
"134","NORTH1",NA,NA,NA,72.1596770256008,52.7661390085502,62.0689732258131,46.7617904145512,50.8170202026277,58.8982530476418,343.471852924785,NA,2005
"135","NORTH2",NA,NA,NA,68.1973115468844,54.3352946294547,61.0266154342172,47.3090448297871,51.372804744964,57.5504201650222,339.79149135033,NA,2005
"136","NORTH3",NA,NA,NA,63.6291691964046,51.1597987998069,54.2617867073096,42.203502247853,46.5879267620318,55.0489766834384,312.891160396844,NA,2005
"137","NORTH4",NA,NA,NA,70.7965960115222,52.556683662589,62.1776144410276,46.451599122317,51.40568857518,60.9782535569372,344.366435369573,NA,2005
"138","PANDAVAPURA",NA,NA,NA,68.4351610691576,37.9493961650598,53.9267939404654,37.0335382879498,44.9308722969361,55.4520942789238,297.727856038493,NA,2005
"139","PAVAGADA",NA,NA,NA,62.5075289605378,40.0912092984589,53.9677420455917,44.309257269524,50.6602669167655,58.498146542239,310.034151033117,NA,2005
"140","PERIYA PATNA",NA,NA,NA,73.4056259825965,35.6929686924071,49.1421249414585,34.1729636076655,40.351640395636,47.4633054154818,280.228629035245,NA,2005
"141","RAIBAG",NA,NA,NA,76.6719182209979,46.9863436618519,66.8828107642876,46.8780063691153,54.4873985782246,64.1309885897159,356.037466184193,NA,2005
"142","RAICHUR",NA,NA,NA,60.7650698101695,42.9449737080454,55.9692570788293,40.1875236883853,43.2876193598758,53.2325067134153,296.38695035872,NA,2005
"143","RAMDURG",NA,NA,NA,75.1315792660655,53.2302701819867,66.7521188717579,56.5104084274494,63.5368505665631,69.7030115083151,384.864238822138,NA,2005
"144","RANEBENNUR",NA,NA,NA,68.1000010897356,41.3907403190934,56.1959360526531,42.3869299519118,46.4885254530853,57.3131479354101,311.875280801889,NA,2005
"145","RON",NA,NA,NA,70.3565962872894,48.6485452315545,65.6284316880723,46.6178125699056,55.4625933707076,68.3182132354485,355.032192382978,NA,2005
"146","SAGAR",NA,NA,NA,83.5918871882034,41.9594875420792,60.9061982155643,38.4368677638345,44.3299750658189,53.289680827442,322.514096602942,NA,2005
"147","SAKLESHPUR",NA,NA,NA,76.0922512005757,38.7862731344519,52.1862646229255,35.1621227436642,41.0604420419788,47.2388507373275,290.526204480924,NA,2005
"148","SANDUR",NA,NA,NA,67.8242114852984,42.6500668226763,58.9468955394736,45.9332068777911,48.8376626860004,59.4719423151361,323.663985726376,NA,2005
"149","SAVANUR",NA,NA,NA,71.4760243921836,37.3584216690185,54.209833492163,40.2902221365605,48.007478244656,54.7771700950566,306.119150029638,NA,2005
"150","SHAHAPUR",NA,NA,NA,67.4444919443349,35.6216850215609,53.1418667024133,33.5177632078683,40.8103998510963,51.8641195875346,282.400326314808,NA,2005
"151","SHIGGOAN",NA,NA,NA,68.1331823608381,40.142291466379,56.6015936494824,38.6773782710976,47.2259802591121,56.0946740327581,306.875100039667,NA,2005
"152","SHIKARIPUR",NA,NA,NA,75.2331118189451,41.986768425111,57.2271624742673,38.0964571055302,46.2892771998912,53.3089524067847,312.141729430529,NA,2005
"153","SHIMOGA",NA,NA,NA,80.0409031208693,47.1863888817836,60.1520299524662,42.3004968620373,46.7718470227879,52.0247901194433,328.476455959388,NA,2005
"154","SHIRHATTI",NA,NA,NA,73.4141418954521,44.9111946719743,59.428119953881,41.0512829530426,47.4977077837912,57.9374711703972,324.239918428538,NA,2005
"155","SHORAPUR",NA,NA,NA,66.1730591000968,35.8867763604997,55.0477388060291,33.5672728885005,40.5161418607257,50.872756170113,282.063745185965,NA,2005
"156","SIDLAGHATTA",NA,NA,NA,69.5115304785391,41.6902492664348,58.6771700310951,42.3433857679619,50.4912731483199,59.6708509682574,322.384459660608,NA,2005
"157","SINDAGI",NA,NA,NA,71.3852749321984,48.8359455211466,64.8151362203386,47.7362586808561,54.7436248780247,65.1651392662554,352.68137949882,NA,2005
"158","SINDHANUR",NA,NA,NA,73.6372232634095,44.0673877702713,59.5289139240245,41.880755442655,45.3284034846952,59.4928942383904,323.935578123446,NA,2005
"159","SIRA",NA,NA,NA,67.4335254052457,35.5803143742982,51.288270997597,36.5680697526815,42.8407568183369,51.3560503279858,285.066987676145,NA,2005
"160","SIRUGUPPA",NA,NA,NA,77.1040833738017,47.4212620333088,65.5206406244647,52.3039396396635,53.681338224236,64.4046388964715,360.435902791946,NA,2005
"161","SOMVARPET",NA,NA,NA,76.8562964080203,40.3240093401849,54.6154599760584,37.5174925537348,41.9469844791109,51.562632308508,302.822875065617,NA,2005
"162","SORAB",NA,NA,NA,78.9519421449272,37.8879418113562,55.6840165933064,34.7744016096257,40.531220940373,47.4708516686416,295.30037476823,NA,2005
"163","SOUNDATTI",NA,NA,NA,70.5425315331392,47.3091889663203,61.5882321221503,46.0312634405004,53.7572694668521,62.9662363131736,342.194721842136,NA,2005
"164","SOUTH1",NA,NA,NA,74.7563049163023,53.8886131017865,60.1665458504921,45.0889926998776,49.1259206426235,55.4316280336186,338.458005244701,NA,2005
"165","SOUTH2",NA,NA,NA,70.8841175943723,51.7757715202994,59.8778657239417,45.0334009666851,49.7335444213904,57.1180689307956,334.422769157485,NA,2005
"166","SOUTH3",NA,NA,NA,69.3218150836521,55.172678271275,59.5369217945035,44.9594454944582,47.7922513472819,54.2396196460885,331.022731637259,NA,2005
"167","SOUTH4",NA,NA,NA,71.8788073509962,54.6048112324796,59.2981405658368,46.5014560372365,50.4423137947299,56.7874570551906,339.51298603647,NA,2005
"168","SRINGERI",NA,NA,NA,91.8401392773386,49.6868149452435,64.3467830120061,46.5159849942186,51.8550630762712,60.6984223362402,364.943207641318,NA,2005
"169","SRINIVASAPUR",NA,NA,NA,71.5136549528051,42.0207582424587,54.4690699905926,39.283213816927,46.6415808354161,55.0450106941646,308.973288532364,NA,2005
"170","SRIRANGAPATTANA",NA,NA,NA,69.1358447544761,40.4241738014559,54.6308638012734,40.0522235110719,47.0693377963496,55.7274195352079,307.039863199835,NA,2005
"171","T.N.PURA",NA,NA,NA,74.1659384602806,40.1537788216844,53.2220662509803,36.6939038527356,44.0669912541034,51.447991956955,299.750670596739,NA,2005
"172","TARIKERE",NA,NA,NA,75.6353964212047,39.2450818748751,50.7123717637711,36.4731165235823,41.1885594271164,49.5949066577072,292.849432668257,NA,2005
