"","Group.1","sslccode","taluk","dist","Marks1","Marks2","Marks3","Marks4","Marks5","Marks6","Total","Result","Year"
"399","CHIKKABALLAPUR",NA,NA,NA,73.3309872953467,40.983404243173,49.9321881677842,36.4881433706853,46.3746958370192,48.6192237481522,295.728642662161,NA,2007
"400","CHIKMAGALUR",NA,NA,NA,80.1469470933083,45.0505866608192,55.1040890333676,36.8244080571492,51.4986864832762,47.9222713361376,316.546988664058,NA,2007
"401","CHIKNAYAKANHALLI",NA,NA,NA,77.0340253848996,37.5617747891214,51.8048116858668,32.3651294087182,47.1897621215498,50.3720485226973,296.327551912853,NA,2007
"402","CHIKODI",NA,NA,NA,87.4268206812637,51.8576576979905,59.7847120122845,45.1503413518421,61.1871928556422,60.4199745032314,365.826699102254,NA,2007
"403","CHINCHOLI",NA,NA,NA,60.8458469008646,30.1079723197979,49.5253200464944,30.4651987924223,42.4256960131982,42.8365668794803,256.206600952258,NA,2007
"404","CHINTAMANI",NA,NA,NA,81.6128705854644,44.5989839832636,56.4854219342717,37.4452117859808,49.5155956370565,51.0161038676709,320.674187793708,NA,2007
"405","CHITRADURGA",NA,NA,NA,76.9967017400966,44.648088765352,52.3151609204355,42.8733747270423,56.9406423770667,62.0180154986462,335.791984028639,NA,2007
"406","CHITTAPUR",NA,NA,NA,62.328846743109,37.6192480827181,52.3513581387048,36.8940530988086,47.793512758525,53.19076461461,290.177783436475,NA,2007
"407","DAVANAGERE(N)",NA,NA,NA,74.3814716051019,36.360324509782,51.1001756071522,33.7685568539388,46.7059641163762,48.8679909492826,291.184483641634,NA,2007
"408","DAVANAGERE(S)",NA,NA,NA,76.8169064912418,43.3892827106272,53.7489751709028,37.7038818627501,49.6042326507854,53.0623815514718,314.325660437779,NA,2007
"409","DEVADURGA",NA,NA,NA,72.2736050914668,36.0379258688005,50.413310738461,38.2527816661349,54.1241882069669,51.1803152537563,302.282126825586,NA,2007
"410","DEVANAHALLI",NA,NA,NA,80.9685019785891,50.6518753179927,59.4121602913585,46.2999671774308,60.9574173670515,64.1074237418937,362.397345874316,NA,2007
"411","DHARWAD",NA,NA,NA,77.0466820467971,41.4605313543483,51.9472228640751,37.0062131777415,55.3664331521237,58.1445572601103,320.971639855196,NA,2007
"412","DHARWAD CITY",NA,NA,NA,71.4472762319501,42.890058810159,54.0895931124946,36.0813704800411,48.0940028699285,52.5520454207817,305.154346925355,NA,2007
"413","DODDABALLAPURA",NA,NA,NA,82.1876010033537,47.0058825622432,57.2895572683414,41.8616822593096,57.3448105485335,60.5309685537895,346.220502195571,NA,2007
"414","GADAG CITY",NA,NA,NA,78.3549297237328,51.5891479409856,60.6057705326204,48.4758360449076,63.5688802286192,67.9139734565824,370.570802965042,NA,2007
"415","GADAG RURAL",NA,NA,NA,68.0207165297002,36.8916281649937,51.0992354362085,33.1379969458227,54.7115680393736,55.6746235000863,299.535768616185,NA,2007
"416","GANGAVATHI",NA,NA,NA,67.561485061287,42.0975094697976,50.4036920585262,33.5173858476284,45.0759010206814,48.3634229274944,287.019396385415,NA,2007
"417","GOKAK",NA,NA,NA,89.8291349276617,54.1626274721156,65.7357045733305,55.2608015288728,69.9208514525225,71.1228075927681,406.031927547271,NA,2007
"418","GOWRIBIDANUR",NA,NA,NA,68.9561618877231,36.0805154101637,48.3160305760712,31.0452840613328,43.0737555053588,49.3664215237882,276.838168964438,NA,2007
"419","GUBBI",NA,NA,NA,75.8273720216716,38.861956290417,51.4455506712557,35.1427554734547,49.3160603105254,51.2064017071538,301.800096474478,NA,2007
"420","GUDIBANDA",NA,NA,NA,71.3386361488948,38.9779342078509,48.3054333726376,42.369280090079,53.4164453728901,57.48063328406,311.888362476412,NA,2007
"421","GULBARGA NORTH",NA,NA,NA,66.3155039268557,39.2365204061874,51.6455268248704,34.8392652173807,46.3226616723137,46.9243726456203,285.283850693228,NA,2007
"422","GULBARGA SOUTH",NA,NA,NA,62.7801902778371,38.6715797774184,53.1580120470787,34.1426899704105,45.5750932441492,46.4296923692047,282.345618832868,NA,2007
"423","GUNDULPET",NA,NA,NA,75.6995393062407,37.4051852757503,49.3736167976753,33.4353144845002,47.8247123373622,48.3523745350177,292.090742736546,NA,2007
"424","H.D.KOTE",NA,NA,NA,76.8495929877559,38.1161262850856,50.9416181040861,35.918335584689,51.358034058761,58.9070694680943,312.090776488472,NA,2007
"425","HADAGALI",NA,NA,NA,79.6190066977448,36.0953462455196,55.8695198953581,41.3868289044227,52.3122444190506,56.0934205163381,321.376366678434,NA,2007
"426","HAGARIBOMMANAHALLI",NA,NA,NA,71.7122156042444,36.2723784003698,52.5447977541399,36.0735022330955,50.1354344241373,54.2679612529862,301.00710289749,NA,2007
"427","HANAGAL",NA,NA,NA,80.3614873336876,38.4360332517617,50.5858623295828,34.5085609136121,49.5304413741642,54.60215036755,308.024535570358,NA,2007
"428","HANUR",NA,NA,NA,84.4500652969508,40.9373221800828,57.9460478606675,36.134521641348,51.0743291497671,54.631194650335,325.173480779151,NA,2007
"429","HARAPANAHALLI",NA,NA,NA,79.0184502263832,39.422064251287,53.2024948406664,40.9142451130851,59.1417819855048,58.5562532582608,330.255289675187,NA,2007
"430","HARIHARA",NA,NA,NA,73.4287909845627,35.0679029310086,49.7684861078035,34.7495809385633,45.1850236540881,48.9660936656165,287.165878281643,NA,2007
"431","HASSAN",NA,NA,NA,81.175187993303,43.9151160329801,52.7403496139205,38.0353355674462,51.4318248959637,49.7512622600973,317.049076363711,NA,2007
"432","HAVERI",NA,NA,NA,80.0778962316645,42.816583003949,53.1951043909367,45.7641357698928,59.3774571507499,58.7501362085546,339.981312755747,NA,2007
"433","HIREKERUR",NA,NA,NA,80.7634153677165,40.753112584067,52.1121766554621,42.8633428043259,56.889928431917,62.6449408265413,336.02691667003,NA,2007
"434","HIRIYUR",NA,NA,NA,76.3569133960851,40.1676836014237,50.3204294208287,38.9572129766912,54.8807837778151,59.7479767706539,320.430999943498,NA,2007
"435","HOLALKERE",NA,NA,NA,78.088273597147,39.8188682794323,51.4279406666328,43.8191511884534,56.9700951892784,62.0303627469993,332.154691667943,NA,2007
"436","HOLE NARSIPUR",NA,NA,NA,84.5771975847746,47.7455394808102,55.4610870962364,46.5243148390067,60.6118787804622,61.776321619634,356.696339400924,NA,2007
"437","HONNALI",NA,NA,NA,75.5346159295653,34.3083034166117,48.6358949171361,32.7226013719527,43.9378772585179,47.068014862506,282.20730775629,NA,2007
"438","HONNAVAR",NA,NA,NA,80.7953483136834,45.1239592809849,64.4887634172329,42.0943092171457,54.9911960617084,55.8209631393443,343.3145394301,NA,2007
"439","HOSADURGA",NA,NA,NA,77.1845541222709,41.5630725645419,53.28070365725,47.8935457089495,56.5782259452434,63.5937664345615,340.093868432817,NA,2007
"440","HOSAKOTE",NA,NA,NA,82.9227189891792,47.8685683504898,57.3250820600602,41.8979630307149,54.9470100197835,57.4629784127439,342.424320862972,NA,2007
"441","HOSANAGAR",NA,NA,NA,83.5587692119192,41.8183852852465,60.7768576940411,38.4950683938289,54.2176927417324,53.5916835883967,332.458456915165,NA,2007
"442","HOSPET",NA,NA,NA,75.1752210920115,50.1622213007819,58.020159385189,44.814754215742,56.1321602985031,59.8141003134075,344.118616605635,NA,2007
"443","HUBLI",NA,NA,NA,73.9858472451213,47.9653498460274,57.8042405270985,42.6024436429007,56.5290959676321,58.2530810344373,338.795883218865,NA,2007
"444","HUBLI CITY",NA,NA,NA,73.4194592932524,39.770938320825,54.5132010460262,37.5862045194892,56.312882714653,58.1795868680537,319.782272762299,NA,2007
"445","HUKKERI",NA,NA,NA,88.5644627127214,50.7045382772819,61.8892416949007,49.9086658452923,67.4102455573663,65.5462292434518,384.023383331014,NA,2007
"446","HUMNABAD",NA,NA,NA,60.3419439994221,29.4908822340292,46.7705703002913,28.060173724252,37.893834877763,41.8836057367823,244.442078759649,NA,2007
"447","HUNAGUND",NA,NA,NA,79.4174971378276,45.5070547518069,57.9329190701044,48.0642986930665,59.0872867412939,62.4080477088368,352.417104102936,NA,2007
"448","HUNSUR",NA,NA,NA,76.9879643184143,41.0987496219413,53.7776057251669,39.1730674424659,52.9918687133815,57.6766383679922,321.705894189362,NA,2007
"449","INDI",NA,NA,NA,66.058166790363,38.206865880319,52.8964578600848,38.9686965961535,50.41224961759,58.9833248851623,305.525761629673,NA,2007
"450","JAGALUR",NA,NA,NA,77.1190061957291,38.9200069604878,51.4249181934336,39.2076629859345,53.4767856345273,57.9546575012226,318.103037471335,NA,2007
"451","JAMAKHANDI",NA,NA,NA,76.9168938694304,40.5529284638174,54.8807632201065,35.8724527929643,50.4066533810808,52.5469438548247,311.176635582224,NA,2007
"452","JEWARGI",NA,NA,NA,73.8772044702302,40.5697374882244,55.3560419977408,34.9343865052716,55.2722572633309,60.2276953168367,320.237323041635,NA,2007
"453","K G F",NA,NA,NA,58.2660749440567,40.4776415336798,43.7177840630095,32.4139392869118,42.3856540300618,44.8808558693764,262.141949727096,NA,2007
"454","K.R.NAGARA",NA,NA,NA,73.6388728554483,36.951747637379,49.7528835906137,38.165835019411,54.3491331234718,54.0143278882111,306.872800114535,NA,2007
"455","KADUR",NA,NA,NA,87.3503276416017,45.2611465824635,57.6126276767442,42.1012706889069,57.3205533146162,58.3137641603908,347.959690064723,NA,2007
"456","KALGHATAGI",NA,NA,NA,85.1569040382871,45.3325620332933,58.2638506845621,44.6836659704954,67.644256907164,71.8812059884886,372.96244562229,NA,2007
"457","KANAKAPURA",NA,NA,NA,79.0769470923709,40.4817809627689,51.7641307514432,36.2324230246581,49.8689660663001,51.8976833539065,309.321931251448,NA,2007
"458","KARKALA",NA,NA,NA,89.9853907907926,48.6126631277272,64.8970232542318,42.4090873800147,54.8418455713815,53.0336663190907,353.779676443239,NA,2007
"459","KARWAR",NA,NA,NA,79.4963539854772,42.2694822171866,61.6521327820494,40.1100721863014,51.5397012682563,55.0344429958733,330.102185435144,NA,2007
"460","KHANAPUR",NA,NA,NA,76.1269778345443,36.867774715926,45.8260213071672,37.4127777659309,50.9283650646504,49.6258409455749,296.787757633794,NA,2007
"461","KOLAR",NA,NA,NA,77.288470014085,43.1482964723384,49.9388863013901,36.2596725476619,50.2130333919587,50.6190592865018,307.467418013936,NA,2007
"462","KOLLEGAL",NA,NA,NA,80.5645930980252,42.3881934388592,50.489801646916,40.4001977227106,48.8752127381171,43.396284792346,306.114283436974,NA,2007
"463","KOPPA",NA,NA,NA,93.4064009506263,46.3398855370769,64.464897851819,41.2042562337619,56.7554399833969,55.5473072871994,357.71818784388,NA,2007
"464","KOPPAL",NA,NA,NA,69.3593308419125,41.4029057141238,52.1045207353733,34.2912063536477,46.2320559468895,50.5276923772935,293.91771196924,NA,2007
"465","KORATAGERE",NA,NA,NA,78.7152150677251,39.5422124433946,51.4047831438542,36.5285339994214,57.9900145342872,54.7194946665785,318.900253855261,NA,2007
"466","KRISHNARAJA PET",NA,NA,NA,80.1864992877889,38.4977916250289,50.5543539886473,38.8658224749174,54.8444383099261,58.1875139635091,321.136419649818,NA,2007
"467","KUDLIGI",NA,NA,NA,71.9040016179192,38.3364793885873,48.9626211309384,38.6716856353578,49.6358970776886,57.1059293463867,304.616614196878,NA,2007
"468","KUMTA",NA,NA,NA,82.5427758296075,43.2405799022351,65.1467086587885,41.4447112531639,54.3175186347419,56.552530783183,343.24482506172,NA,2007
"469","KUNDAGOL",NA,NA,NA,82.2278575176873,39.402935351954,54.5336621978044,41.3095470865604,56.6032342568209,58.961575929799,333.038812340626,NA,2007
"470","KUNDAPURA",NA,NA,NA,89.798466417359,50.2348507220204,62.5427145621974,43.4752510846353,54.2635008769545,51.4739447258262,351.788728388993,NA,2007
"471","KUNIGAL",NA,NA,NA,76.5351076541923,37.0002314095211,50.1516238532004,32.8511598974228,47.3680797047042,49.9732070140612,293.879409533102,NA,2007
"472","KUSTAGI",NA,NA,NA,73.6347256484457,43.5663193055931,54.8406347523505,46.8218202070581,52.4220282382859,60.0751514391766,331.36067959091,NA,2007
"473","LINGASUGUR",NA,NA,NA,75.3003168436034,42.5546646797098,57.8826766106319,44.0199151524068,59.7170040029728,62.4561605848484,341.930737874173,NA,2007
"474","MADDUR",NA,NA,NA,88.5684949373882,48.4433299861263,59.1225211592075,53.368672462299,70.3773177313804,68.9601753653102,388.840511641712,NA,2007
"475","MADHUGIRI",NA,NA,NA,78.5106354715463,44.6459805157792,52.7411174381129,40.1232538969061,54.8773547919485,59.56447972383,330.462821838123,NA,2007
"476","MADIKERI",NA,NA,NA,76.1636401245314,45.7185204774245,55.8119198897395,34.8837202932234,47.528217150335,47.2496113286662,307.35562926392,NA,2007
"477","MAGADI",NA,NA,NA,77.5131097584946,41.517305017722,53.4446504458787,37.1643005706105,50.7985883554569,51.909142305635,312.347096453798,NA,2007
"478","MALAVALLY",NA,NA,NA,83.607913108221,43.1946823063007,52.6930714486506,39.4307345561084,55.8165531053399,60.1723935984166,334.915348123037,NA,2007
"479","MALUR",NA,NA,NA,78.9237642910905,41.6289816032252,50.8672152422035,35.475943883979,47.6230634651008,46.2212667004722,300.740235186071,NA,2007
"480","MANDYA NORTH",NA,NA,NA,78.3994957458873,37.8171316710594,47.9283418512963,38.2193415084875,53.6356613346826,55.2830535475087,311.283025658922,NA,2007
"481","MANDYA SOUTH",NA,NA,NA,78.7305897706451,43.785577610293,51.4642487501981,40.1848771875401,52.7746315039393,55.9112186187683,322.851143441384,NA,2007
"482","MANVI",NA,NA,NA,80.09794834927,45.2121004683499,56.2168109409239,39.8143682426612,58.5598315333514,62.1025086076676,342.003568142224,NA,2007
"483","MOLAKALMUR",NA,NA,NA,71.002741409456,38.5871769006758,46.9672061805969,39.0222731025911,50.9416417293407,56.1199476443495,302.64098696701,NA,2007
"484","MOODIGERE",NA,NA,NA,86.7729065253368,46.8149863828963,58.2651277912094,38.4161197141975,53.9353049990314,51.8171568919475,336.021602304619,NA,2007
"485","MUDDEBIHAL",NA,NA,NA,79.0785927660053,47.3308135161061,63.3542253764118,47.2442120660392,62.6902534155559,67.5017373091706,367.199834449289,NA,2007
"486","MUDHOL",NA,NA,NA,81.240086220274,44.4335664687555,58.5918352759773,38.41741202625,55.8937625805026,58.3497246151318,336.926387186891,NA,2007
"487","MULBAGAL",NA,NA,NA,74.7808526698746,42.5252345168456,50.7637191274392,39.5026150411837,55.8571770089041,55.2272221351093,318.656820499356,NA,2007
"488","MUNDARAGI",NA,NA,NA,72.3282367693797,44.1774866180017,55.5710555739045,39.3806394176236,55.8556222993261,60.2904603221126,327.603501000348,NA,2007
"489","MYSORE NORTH",NA,NA,NA,70.597932900578,48.4675920333982,53.3429510077976,38.7143362506526,50.8243948510141,53.4701918098962,315.417398853337,NA,2007
"490","MYSORE RURAL",NA,NA,NA,77.3645213623935,40.978778140572,52.2501458371451,38.0690536513234,50.1390801424138,55.1822662748672,313.983845408715,NA,2007
"491","MYSORE SOUTH",NA,NA,NA,73.584297421427,47.3649009595904,52.8737411934978,38.9391763373635,48.4494017246403,51.8091515558086,313.020669192328,NA,2007
"492","NAGAMANGALA",NA,NA,NA,82.3050647436575,41.6504052145202,51.505203587647,37.4597423694715,55.3516874370456,58.0369628939956,326.309066246337,NA,2007
"493","NANJANAGUD",NA,NA,NA,76.7624797140446,39.4244617037249,51.139527138893,37.9621134300569,50.5639966081773,55.249625915461,311.102204510358,NA,2007
"494","NARAGUND",NA,NA,NA,74.0888813529819,46.2492359529064,59.3492356950409,43.2879218487886,63.0419845044761,71.3163720289648,357.333631383159,NA,2007
"495","NARASIMHARAJAPURA",NA,NA,NA,89.6010387841933,43.7621786636006,59.8207022833589,38.9979232931655,52.8556191057019,50.5458663609631,335.583328490983,NA,2007
"496","NAVALGUND",NA,NA,NA,75.2254657523621,37.6841386764801,48.5906264397946,42.2060217365556,54.5252247216008,58.1948928695218,316.426370196315,NA,2007
"497","NELAMANGALA",NA,NA,NA,76.9675226273871,40.8545520101174,52.8417195068243,35.7935153185236,50.0989835506916,52.4855639675692,309.041856981113,NA,2007
"498","NORTH1",NA,NA,NA,79.3961795660576,57.9573512140266,60.6826556869562,43.172725969778,56.3770851557647,56.7726554263039,354.358653018887,NA,2007
"499","NORTH2",NA,NA,NA,70.4467597146813,55.6054633366282,57.0508311327747,40.3657564716716,52.3051558867184,52.6110519321403,328.385018474614,NA,2007
"500","NORTH3",NA,NA,NA,66.4756474315881,49.3437569537951,52.3265863892772,37.2865012222543,48.1192213943266,47.9230074824787,301.47472087372,NA,2007
"501","NORTH4",NA,NA,NA,73.082662547012,55.854852814082,59.0794724467966,41.4623117845783,54.1114551600461,54.595266590549,338.187622837792,NA,2007
"502","PANDAVAPURA",NA,NA,NA,85.2313199417765,45.4522782620803,56.047585529395,41.0939727440229,57.8186888157467,60.8093158952743,346.453161188296,NA,2007
"503","PAVAGADA",NA,NA,NA,68.3292873075937,38.0447790538659,51.8185946946707,37.0117783174125,50.8523731305257,52.2319297151618,298.28874221923,NA,2007
"504","PERIYA PATNA",NA,NA,NA,74.5045043009637,35.2436553215244,47.3741535692938,32.8482456861575,45.691315736367,49.0564188862739,284.71829350058,NA,2007
"505","RAIBAG",NA,NA,NA,83.9119029709678,47.1807390996186,61.5084512301097,44.4371863505527,62.4078988193625,64.3898292687749,363.836007739386,NA,2007
"506","RAICHUR",NA,NA,NA,67.0705187890811,42.6258627718631,54.4934235916143,35.9987532489989,50.1490517054412,54.5524835357216,304.89009364272,NA,2007
"507","RAMANAGARA",NA,NA,NA,77.5845966633766,45.1909038761672,53.6091118819082,38.2314012368281,53.3532297776491,53.6985522459345,321.667795681864,NA,2007
"508","RAMDURG",NA,NA,NA,83.8381531514532,50.6008913691792,58.4087622668996,54.5673599609947,68.0691170405415,69.3135224518638,384.797806240932,NA,2007
"509","RANEBENNUR",NA,NA,NA,78.2636805563171,40.6468323618663,54.0882370409528,38.66787908351,57.8080579934183,60.9905757577573,330.465262793822,NA,2007
"510","RON",NA,NA,NA,77.7566822715226,46.2159370851549,54.8751754939779,50.726279520191,63.4231021914377,71.7946370975284,364.791813659812,NA,2007
"511","SAGAR",NA,NA,NA,84.2422366720569,42.5880399954681,59.2650893668453,37.4300131945531,51.5702203762147,52.6595273230255,327.755126928164,NA,2007
"512","SAKLESHPUR",NA,NA,NA,80.4107939547769,40.194012066299,51.5004698535102,34.2935184041781,45.4085748642859,44.9170039244433,296.724373067493,NA,2007
"513","SANDUR",NA,NA,NA,62.5511563521794,33.2355314671369,42.3514309055138,33.3426923446574,38.3814620518814,42.8908212547828,252.753094376152,NA,2007
"514","SAVANUR",NA,NA,NA,79.3055086751779,38.01154298278,51.5994570905306,34.2282595556662,54.7661633876265,50.6693977018612,308.580329393642,NA,2007
"515","SHAHAPUR",NA,NA,NA,75.3250049817323,40.313589875836,52.7648745825565,40.0317176503573,54.4940313630191,57.2624351383723,320.191653591873,NA,2007
"516","SHIGGOAN",NA,NA,NA,78.6939816664861,37.9161914601291,46.0385852742527,38.812039734202,55.5828588776631,59.7230893701624,316.766746382896,NA,2007
"517","SHIKARIPUR",NA,NA,NA,78.125878040316,37.2605773996253,51.5458410129922,34.3027199712921,48.5115236331214,50.4844824032202,300.231022460567,NA,2007
"518","SHIMOGA",NA,NA,NA,79.3964341220589,44.5932959410533,56.8462871787209,39.0288415194977,51.5330102628894,51.7287942186623,323.126663242882,NA,2007
"519","SHIRHATTI",NA,NA,NA,79.3145519868995,42.9832488490785,53.4669821761699,44.2759462011601,53.118960195459,56.9194847444153,330.079174153182,NA,2007
"520","SHORAPUR",NA,NA,NA,73.5451867524933,41.1984425380218,54.1852738121476,39.686021369452,54.5600800867319,55.9525955559379,319.127600114785,NA,2007
"521","SIDLAGHATTA",NA,NA,NA,76.0341958211565,34.5448401041961,46.4461624508264,31.9800806117203,43.3891868863567,45.5910464993087,277.985512373565,NA,2007
"522","SINDAGI",NA,NA,NA,76.2396990842876,43.0298938713677,61.5778874666528,45.4713982553503,63.3758524551328,65.0297470775542,354.724478210345,NA,2007
"523","SINDHANUR",NA,NA,NA,75.9628015079154,44.49878086051,58.119747846944,36.6494579281613,53.8287039506776,62.6480044706974,331.707496564906,NA,2007
"524","SIRA",NA,NA,NA,72.3027632164708,37.4452095682597,47.4359636666889,31.7312313284901,45.4704116124993,48.2242013369883,282.609780729397,NA,2007
"525","SIRUGUPPA",NA,NA,NA,72.3302855726617,35.7291949446332,48.2655496410605,33.4906365455006,43.3928808430735,45.1435129704846,278.352060517414,NA,2007
"526","SOMVARPET",NA,NA,NA,79.9454743302572,45.3933639239624,58.4867596334822,37.0514600734664,49.074404865812,49.989104171734,319.940566998714,NA,2007
"527","SORAB",NA,NA,NA,81.9615338196517,37.3653991507482,53.5977797831778,35.0753982636508,47.8089236108729,49.3960010918057,305.205035719907,NA,2007
"528","SOUNDATTI",NA,NA,NA,72.9825576723839,41.0847937047941,53.5331061452819,40.0480271199294,53.273221031674,58.7576177347209,319.679323408784,NA,2007
"529","SOUTH1",NA,NA,NA,72.647383792667,55.9225727774755,55.2384026979245,42.8345527101567,52.0401752703528,52.9517716821583,331.634858930735,NA,2007
"530","SOUTH2",NA,NA,NA,67.5039622246255,52.0897224671182,51.8618783234027,38.4488875520971,50.0669692346482,49.611294161681,309.582713963573,NA,2007
"531","SOUTH3",NA,NA,NA,68.9744045117324,54.0958854910192,52.2815974672201,40.4766401068236,50.8212234482267,51.250306741813,317.900057766835,NA,2007
"532","SOUTH4",NA,NA,NA,68.3598167540447,53.1112893305098,49.3001559641439,39.8527284709603,48.8328682033937,48.7391528746405,308.196011597693,NA,2007
"533","SRINGERI",NA,NA,NA,91.9682070555227,48.6341379843968,65.0626917570474,40.4817652541501,56.3124062804496,52.3547038251919,354.813912156759,NA,2007
"534","SRINIVASAPUR",NA,NA,NA,80.0399471940374,42.6115009753882,51.5519916747224,37.9814078196717,51.9183674462616,52.1065287982937,316.209743908375,NA,2007
"535","SRIRANGAPATTANA",NA,NA,NA,79.482073211324,43.5023564900147,52.5635256671752,39.2218377789262,51.5274293061672,55.2825744790759,321.579796932683,NA,2007
"536","T.N.PURA",NA,NA,NA,76.5572897097552,37.8718403102857,47.7035491210731,33.379748504942,47.4945049066836,49.664857942054,292.671790494794,NA,2007
"537","TARIKERE",NA,NA,NA,77.3356320987937,37.8289300111338,48.303714519713,33.6656797182719,47.2857397384039,47.3863290285609,291.806025114877,NA,2007
"538","THIRTHAHALLI",NA,NA,NA,87.745060323813,43.3517850047733,62.6030294158722,39.0603580721089,53.9964732300513,56.909148246303,343.665854292922,NA,2007
"539","TIPTUR",NA,NA,NA,77.3220952875088,39.9668335318456,53.5722977186237,34.6719883839866,49.7151759552969,52.6446377006509,307.893028577912,NA,2007
"540","TUMKUR",NA,NA,NA,79.1590735565167,49.3683376993491,57.3221964682296,41.1155917901832,56.937442259214,57.3142530033965,341.216894776889,NA,2007
"541","TURUVEKERE",NA,NA,NA,81.6590885258084,46.7020341672531,55.6908272983661,41.7383603515003,55.0788215827653,61.493242068906,342.362373994599,NA,2007
"542","UDUPI",NA,NA,NA,86.9443227917171,53.036770186626,65.7089194851163,43.5574539047267,54.6754090359053,51.5732706573666,355.496146061458,NA,2007
"543","VIRAJPET",NA,NA,NA,79.3480135068975,50.9078540213771,57.98385156912,38.5033786711894,50.9178602920438,50.0844531071218,327.74541116775,NA,2007
"544","YADGIR",NA,NA,NA,70.5397815219965,40.0996240657391,52.3775338907443,38.1926584240668,52.9375494384546,54.6309488198313,308.778096160833,NA,2007
"545","YELANDUR",NA,NA,NA,76.2108627436862,42.1254859415797,50.7417154411786,40.3476631754612,55.1474483230607,59.5640792772123,324.137254902179,NA,2007
"546","YELBURGA",NA,NA,NA,76.8384094494254,43.7570370242019,54.62873935363,38.7699817831598,62.39232335301,61.8768588303316,338.263349793759,NA,2007
"547","AFZALPUR",NA,NA,NA,75.0677913692885,39.8337669274731,60.9055997703063,48.8561937286239,63.0567652016681,67.9173939006755,355.637510898036,NA,2008
"548","ALAND",NA,NA,NA,70.4164084372544,42.8944043805391,56.2010414615584,52.7940937107323,60.2174220490639,62.5365006570828,345.059870696231,NA,2008
"549","ALUR",NA,NA,NA,81.9776454112176,39.3528443215827,48.7088193324488,39.1069931655981,47.4774804502671,54.678517549903,311.302300231017,NA,2008
"550","ANEKAL",NA,NA,NA,79.6589360164174,52.4282307276484,54.5688633231822,43.5712227702491,47.3739276491529,54.9640109947781,332.565191481428,NA,2008
"551","ANKOLA",NA,NA,NA,78.4362954044417,42.7549452913525,59.507177503893,44.3412929262054,51.2364515193287,59.4961737234523,335.772336368673,NA,2008
"552","ARKALGUD",NA,NA,NA,72.9383752508455,34.9099248971362,42.9152079659895,36.4805749834255,42.5491125557614,48.119838336171,277.913033989329,NA,2008
"553","ARSIKERE",NA,NA,NA,77.5233845641511,38.9003295973227,48.3549475988584,42.3188209290026,50.3565299083603,56.2126100537446,313.66662265144,NA,2008
"554","ATHANI",NA,NA,NA,82.5206294300291,48.0410780334704,58.7439031453495,54.8355950818802,60.0965821379969,67.9518176928366,372.189605521563,NA,2008
"555","AURAD",NA,NA,NA,58.6721257720821,27.8930602484126,41.9706967532609,30.6398027257458,35.9592834475142,39.1553727768402,234.290341723856,NA,2008
"556","BADAMI",NA,NA,NA,71.8790044917737,41.5521568200234,53.0607368018901,44.9206500558963,55.144547585542,62.1069465801787,328.664042335304,NA,2008
"557","BAGALKOT",NA,NA,NA,79.0863422483663,47.31112741323,55.8895265942054,54.2759200742069,60.9025505354366,67.4644036995828,367.411663282115,NA,2008
"558","BAGEPALLY",NA,NA,NA,64.7601134208986,39.3072985252223,46.0400783762591,40.2986812463492,43.6586255645536,49.4747492162321,283.539546349515,NA,2008
"559","BAILHONGAL",NA,NA,NA,77.8903902833127,45.4325497459935,54.3507140101682,53.7693339471291,56.8073470006761,64.4421935679974,352.692528555277,NA,2008
"560","BANGARAPETE",NA,NA,NA,65.612747649888,44.483129179777,48.2235315036051,44.5293295127459,53.3084463863188,57.1683963421688,313.325580574504,NA,2008
"561","BASAVAKALYAN",NA,NA,NA,61.8850917605741,28.9151982703548,42.9194573356557,31.4306335573488,38.0139375372512,41.5147651440966,244.679083605281,NA,2008
"562","BASAVAN  BAGEWADI",NA,NA,NA,78.4754128636444,42.8359568267184,54.2359599714301,50.9540131701093,57.8566818840493,67.5001596408835,351.858184356835,NA,2008
"563","BELGAUM",NA,NA,NA,74.5139948205495,44.1662795874758,51.3979678984609,47.9135396975626,55.4601723844686,58.1825026724718,331.634457060989,NA,2008
"564","BELLARY",NA,NA,NA,65.2279209664697,42.6058920956635,47.7940569593137,42.6006929298723,49.4026996877214,52.9957091313375,302.171045844452,NA,2008
"565","BELUR",NA,NA,NA,79.3404719657396,38.5727465866195,49.1943505671018,38.169174947126,46.9867023980921,52.9591957760244,305.222642240703,NA,2008
"566","BHADRAVATI",NA,NA,NA,76.2861501155497,42.9334006478276,49.5810352289477,41.7167189597199,48.5116085664185,54.7372490958816,315.376912975095,NA,2008
"567","BHALKI",NA,NA,NA,55.4768655145976,27.8448442110151,40.9750184134231,31.9317227309874,36.8477249546216,39.755936988389,232.832112813034,NA,2008
"568","BHATKAL",NA,NA,NA,83.2885915962929,42.9740144315491,62.1064712000406,48.8399757432968,54.4759842610693,63.8816414441343,355.566678676383,NA,2008
"569","BIDAR",NA,NA,NA,60.581365867109,31.1251267881871,46.5585936393046,32.4260730938332,38.211788527174,40.801668386565,249.704616302173,NA,2008
"570","BIJAPUR",NA,NA,NA,69.2758433397085,41.013228873354,52.6625856712418,45.4288145147725,52.8712786000975,59.1916751774246,320.443426176599,NA,2008
"571","BILAGI",NA,NA,NA,79.0023439291976,46.9063591796513,53.6989029342021,51.0693427768439,60.1049362848627,64.2840421761598,355.065927280917,NA,2008
