"","Block_Name","Rural_Urban","No_of_Working_Days","No_of_Acad_Inspection","School_Dev_Grant_Recd","School_Dev_Grant_Expnd","TLM_Grant_Recd","TLM_Grant_Expnd","Tot_Clrooms","Toilet_Girls","Electricity","Library","PlayGround","Male_Tch","Female_Tch","Graduate_Teachers","Tch_with_Prof_Qual","Days_involved_in_non_tch_assgn","Teachers_involved_in_non_tch_assgn","acyear","Public","Split"
"344572","JAMAKHANDI",1,0,2,40000,40000,0,0,6,1,1,1,1,6,4,10,10,0,29020901113,7,1,0
"344576","JAMAKHANDI",1,0,0,0,0,0,0,2,1,0,0,0,999,999,999,999,999,29020901304,7,1,0
"344583","JAMAKHANDI",1,0,0,161000,161000,0,0,3,1,1,1,1,7,1,8,8,0,29020901505,7,1,0
"344588","JAMAKHANDI",1,0,0,40000,40000,1500,1500,3,1,1,1,1,9,1,9,10,72,29020901609,7,1,0
"344593","JAMAKHANDI",1,0,0,0,0,0,0,3,1,1,1,1,5,2,7,7,0,29020901705,7,0,0
"344594","JAMAKHANDI",1,0,4,0,0,0,0,3,1,1,1,1,7,1,6,8,0,29020901706,7,0,0
"344602","JAMAKHANDI",1,0,2,0,0,0,0,4,1,0,1,0,4,1,5,5,0,29020901911,7,1,0
"344603","JAMAKHANDI",1,0,0,40000,26000,0,0,3,1,1,1,1,2,6,7,8,0,29020901912,7,1,0
"344614","JAMAKHANDI",1,0,1,0,0,0,0,8,1,0,1,1,6,0,6,6,0,29020902016,7,1,0
"344615","JAMAKHANDI",1,0,1,7000,7000,0,0,8,1,1,1,1,8,1,9,9,79,29020902018,7,1,0
"344624","JAMAKHANDI",1,0,0,40000,33592,1500,1500,4,1,1,1,1,4,3,7,7,0,29020902110,7,1,0
"344629","JAMAKHANDI",1,0,0,0,0,1000,1000,3,1,1,1,1,7,1,7,8,0,29020902205,7,1,0
"344632","JAMAKHANDI",0,0,0,0,0,0,0,2,1,0,0,0,999,999,999,999,999,29020902312,7,1,0
"344637","JAMAKHANDI",1,0,0,40000,37000,0,0,7,1,1,1,1,3,11,13,14,0,29020902409,7,1,0
"344649","JAMAKHANDI",1,0,3,173768,5175,0,0,4,1,1,1,1,7,1,7,8,4,29020902611,7,1,0
"344650","JAMAKHANDI",1,0,0,0,0,0,0,1,1,1,1,1,3,0,3,3,0,29020902613,7,0,0
"344664","JAMAKHANDI",0,0,1,0,0,0,0,4,1,1,1,1,6,2,1,8,0,29020903074,7,0,0
"344675","JAMAKHANDI",1,0,0,0,0,1500,1500,3,1,1,1,1,8,0,6,8,0,29020903503,7,1,0
"344680","JAMAKHANDI",1,0,1,50000,0,0,0,3,1,1,1,0,4,2,6,6,102,29020903802,7,1,0
"344694","JAMAKHANDI",1,0,0,40000,39000,1000,1000,3,1,1,1,1,7,0,7,7,0,29020904211,7,1,0
"344704","JAMAKHANDI",1,0,0,40000,31254,0,0,4,1,1,1,1,5,2,7,7,28,29020904310,7,1,0
"344712","JAMAKHANDI",1,0,0,40000,40000,0,0,3,1,1,1,1,8,1,8,9,0,29020904503,7,1,0
"344717","JAMAKHANDI",1,0,1,0,0,0,0,3,1,1,1,1,5,2,7,7,0,29020904704,7,1,0
"344719","JAMAKHANDI",1,0,0,50000,36000,0,0,4,1,1,1,1,8,1,9,9,20,29020904901,7,1,0
"344728","JAMAKHANDI",1,0,1,40000,33900,0,0,5,1,1,1,1,6,2,8,8,0,29020905004,7,1,0
"344733","JAMAKHANDI",1,0,0,0,0,0,0,3,1,1,1,1,7,0,0,7,0,29020905107,7,1,0
"344743","JAMAKHANDI",1,0,2,40000,38441,1500,1500,3,1,0,1,1,7,3,9,10,189,29020905407,7,1,0
"344756","JAMAKHANDI",1,0,1,0,0,0,0,6,1,1,1,1,7,0,7,7,0,29020905808,7,0,0
"344777","JAMAKHANDI",1,0,0,0,0,0,0,4,1,1,1,1,6,1,6,7,0,29020905923,7,1,0
"344781","JAMAKHANDI",1,0,0,0,0,0,0,1,1,0,0,0,999,999,999,999,999,29020906004,7,1,0
"344785","JAMAKHANDI",1,0,1,40000,18464,0,0,1,1,1,1,0,2,0,2,2,0,29020906105,7,1,0
"344790","JAMAKHANDI",1,0,1,0,0,0,0,3,1,1,1,1,8,2,10,10,0,29020906205,7,0,0
"344791","JAMAKHANDI",1,0,0,0,0,0,0,2,1,1,0,0,999,999,999,999,999,29020906206,7,1,0
"344793","JAMAKHANDI",1,0,0,40000,40000,1500,0,5,1,1,1,1,7,0,7,7,0,29020906302,7,1,0
"344796","JAMAKHANDI",1,0,0,40000,34468,0,0,3,1,1,1,0,3,3,5,6,0,29020906502,7,1,0
"344799","JAMAKHANDI",0,0,0,0,0,1500,1500,7,1,1,1,1,8,1,9,9,0,29020906633,7,1,0
"344800","JAMAKHANDI",0,0,0,0,0,0,0,15,1,1,1,1,11,2,12,13,0,29020906634,7,1,0
"344801","JAMAKHANDI",0,0,0,0,0,0,0,3,1,1,1,1,5,1,6,6,0,29020906635,7,0,0
"344802","JAMAKHANDI",0,0,1,0,0,0,0,3,1,1,1,1,4,2,5,6,0,29020906636,7,0,0
"344803","JAMAKHANDI",0,0,2,0,0,0,0,7,1,1,1,1,5,2,7,7,0,29020906637,7,1,0
"344823","JAMAKHANDI",1,0,1,0,0,0,0,10,1,1,1,1,8,0,8,8,0,29020906725,7,1,0
"344829","JAMAKHANDI",1,0,1,0,0,0,0,1,1,1,1,0,5,0,5,5,0,29020906805,7,1,0
"344839","JAMAKHANDI",1,0,0,0,0,0,0,5,1,1,1,1,8,0,0,8,0,29020906910,7,1,0
"344842","JAMAKHANDI",1,0,0,0,0,0,0,2,1,1,0,0,999,999,999,999,999,29020907004,7,1,0
"344846","JAMAKHANDI",0,0,0,0,0,0,0,4,1,1,1,0,4,3,7,7,0,29020907211,7,1,0
"344848","JAMAKHANDI",0,0,0,0,0,0,0,10,1,1,1,1,7,9,9,16,0,29020907402,7,0,0
"344849","JAMAKHANDI",0,0,0,0,0,0,0,10,1,1,1,1,8,8,1,16,0,29020907403,7,0,0
"344858","JAMAKHANDI",0,0,0,0,0,0,0,3,1,1,1,1,8,0,7,8,0,29020907904,7,1,0
"344862","JAMAKHANDI",0,0,2,0,0,0,0,3,1,1,1,1,6,2,8,8,0,29020908202,7,0,0
"344863","JAMAKHANDI",0,0,1,25000,25000,15000,15000,20,1,1,1,1,14,8,19,22,0,29020908203,7,1,0
"344868","JAMAKHANDI",0,0,2,0,0,0,0,3,1,1,1,1,7,1,8,7,0,29020908306,7,0,0
"344875","JAMAKHANDI",0,0,0,0,0,0,0,6,1,1,1,1,8,3,10,11,0,29020908506,7,0,0
"344877","JAMAKHANDI",0,0,0,0,0,0,0,22,1,1,1,1,8,8,13,16,0,29020908508,7,0,0
"344879","JAMAKHANDI",0,0,1,0,0,0,0,3,1,1,1,1,0,3,3,3,0,29020908510,7,0,0
"344880","JAMAKHANDI",0,0,0,40000,40000,2000,2000,4,1,1,1,1,5,4,7,9,0,29020908511,7,1,0
"344881","JAMAKHANDI",0,0,0,0,0,0,0,4,1,1,1,1,6,2,7,8,0,29020908512,7,0,0
"344882","JAMAKHANDI",0,0,1,0,0,0,0,8,1,1,1,1,11,0,9,11,0,29020908513,7,1,0
"344895","JAMAKHANDI",0,0,1,40000,20256,13500,13500,24,1,1,1,1,26,9,34,35,0,29020908802,7,1,0
"344900","JAMAKHANDI",0,0,0,0,0,0,0,4,1,1,1,1,8,0,6,8,0,29020909103,7,1,0
"344904","JAMAKHANDI",0,0,0,0,0,0,0,5,1,1,1,1,1,4,5,5,0,29020909303,7,0,0
"344917","JAMAKHANDI",0,0,0,40000,40000,0,0,4,1,1,1,1,6,3,8,9,0,29020910301,7,1,0
"344926","JAMAKHANDI",0,0,0,0,0,0,0,4,1,1,1,1,8,0,7,8,0,29020910602,7,0,0
"344933","JAMAKHANDI",0,0,0,40000,40000,2500,2500,12,1,1,1,1,13,5,18,18,0,29020911003,7,1,0
"344937","JAMAKHANDI",0,0,0,0,0,0,0,1,1,0,0,0,999,999,999,999,999,29020911105,7,1,0
"344943","JAMAKHANDI",0,0,1,0,0,1500,0,14,1,1,1,1,14,4,17,18,0,29020911207,7,1,0
"344946","JAMAKHANDI",0,0,1,0,0,0,0,8,1,1,1,1,2,4,6,6,0,29020912102,7,0,0
"344947","JAMAKHANDI",0,0,0,0,0,0,0,4,1,1,1,1,7,0,7,7,0,29020912103,7,0,0
"344948","JAMAKHANDI",0,0,0,0,0,1000,0,3,1,1,1,1,3,2,5,5,0,29020912104,7,1,0
"344962","JAMAKHANDI",0,0,0,0,0,1500,1500,9,1,1,1,0,7,2,8,9,0,29020912802,7,1,0
"344968","JAMAKHANDI",0,0,0,40000,40000,1000,1000,3,1,1,1,0,6,1,7,7,0,29020913406,7,1,0
"344969","JAMAKHANDI",0,0,0,0,0,0,0,18,1,1,1,1,9,2,9,11,0,29020913407,7,1,0
"344970","JAMAKHANDI",0,0,1,0,0,0,0,3,1,1,1,1,3,3,6,5,0,29020913408,7,0,0
"344971","JAMAKHANDI",0,0,0,0,0,0,0,3,1,1,1,1,3,2,5,5,0,29020913501,7,0,0
"345000","MUDHOL",1,0,0,0,0,0,0,3,1,1,1,1,5,0,5,5,0,29021100203,7,0,0
"345007","MUDHOL",1,0,1,0,0,0,0,3,1,1,1,1,6,2,8,0,0,29021100503,7,0,0
"345024","MUDHOL",1,0,1,50000,0,0,0,4,1,1,1,1,7,0,7,7,0,29021100621,7,1,0
"345025","MUDHOL",1,0,0,0,0,0,0,3,1,1,1,1,10,0,10,10,0,29021100622,7,1,0
"345027","MUDHOL",1,0,0,7000,0,0,0,8,1,1,1,1,9,1,10,10,0,29021100624,7,1,0
"345030","MUDHOL",1,0,1,40000,40000,0,0,3,1,1,1,1,9,0,9,9,0,29021100703,7,1,0
"345051","MUDHOL",1,0,0,0,0,0,0,3,1,1,1,1,4,0,4,4,0,29021101902,7,0,0
"345053","MUDHOL",1,0,1,40000,34544,1000,1000,3,1,1,1,0,7,1,8,8,0,29021102002,7,1,0
"345062","MUDHOL",1,0,1,40000,40000,1500,1500,4,1,1,1,1,7,2,9,9,0,29021102309,7,1,0
"345065","MUDHOL",1,0,1,0,0,0,0,3,1,1,1,1,7,1,6,8,0,29021102403,7,1,0
"345069","MUDHOL",1,0,2,0,0,1000,1000,4,1,1,1,1,6,1,6,7,0,29021102505,7,1,0
"345072","MUDHOL",1,0,1,524929,140000,0,0,5,1,1,1,1,5,5,10,10,0,29021102705,7,1,0
"345089","MUDHOL",1,0,0,0,0,0,0,8,1,1,1,1,6,2,8,0,0,29021103805,7,0,0
"345093","MUDHOL",1,0,3,40000,40000,0,0,3,1,1,1,1,7,4,3,11,0,29021103906,7,1,0
"345101","MUDHOL",1,0,2,0,0,1500,1500,3,1,1,1,0,5,2,7,7,0,29021104107,7,1,0
"345120","MUDHOL",1,0,0,7000,0,0,0,6,1,1,1,0,8,1,2,9,0,29021104323,7,1,0
"345121","MUDHOL",1,0,1,0,0,2000,2000,12,1,1,1,1,11,0,8,11,0,29021104326,7,1,0
"345122","MUDHOL",1,0,1,0,0,0,0,3,1,1,1,1,6,1,6,7,0,29021104327,7,0,0
"345123","MUDHOL",1,0,0,0,0,0,0,4,1,1,1,1,9,1,10,10,0,29021104328,7,0,0
"345132","MUDHOL",1,0,0,0,0,0,0,4,1,1,1,1,6,2,6,8,0,29021104505,7,1,0
"345139","MUDHOL",0,0,0,0,0,0,0,17,1,1,1,1,5,3,8,0,0,29021104651,7,0,0
"345140","MUDHOL",0,0,12,0,0,0,0,22,1,1,1,1,1,3,4,4,0,29021104652,7,0,0
"345145","MUDHOL",1,0,3,0,0,0,0,6,1,1,1,1,10,5,8,15,0,29021104706,7,0,0
"345146","MUDHOL",1,0,0,0,0,0,0,2,1,0,1,0,999,999,999,999,999,29021104707,7,1,0
"345156","MUDHOL",1,0,0,0,0,0,0,4,1,1,1,1,6,0,6,0,0,29021105108,7,0,0
"345157","MUDHOL",1,0,0,40000,39693,0,0,6,1,1,1,1,6,4,10,10,0,29021105110,7,1,0
"345162","MUDHOL",1,0,1,0,0,0,0,5,1,1,1,1,6,6,8,8,0,29021105204,7,0,0
"345167","MUDHOL",1,0,0,7000,0,2000,0,5,1,1,1,1,8,0,8,8,0,29021105403,7,1,0
"345171","MUDHOL",1,0,1,0,0,0,0,5,1,1,1,1,6,1,7,7,0,29021105504,7,0,0
"345175","MUDHOL",1,0,3,65000,59840,0,0,3,1,1,1,1,6,0,3,6,0,29021105603,7,1,0
"345183","MUDHOL",0,0,1,0,0,0,0,10,1,1,1,1,1,3,4,0,0,29021105853,7,0,0
"345193","MUDHOL",1,0,0,40000,31500,0,0,3,1,1,1,1,8,1,9,9,0,29021105908,7,1,0
"345200","MUDHOL",1,0,1,40000,40000,1000,1000,7,1,1,1,1,7,1,7,8,0,29021106108,7,1,0
"345207","MUDHOL",1,0,0,0,0,0,0,3,1,1,1,1,2,5,7,7,0,29021106403,7,1,0
"345219","MUDHOL",1,0,0,0,0,0,0,2,1,1,1,0,999,999,999,999,999,29021106904,7,1,0
"345233","MUDHOL",1,0,1,40000,40000,1500,1500,4,1,1,1,1,5,4,9,9,0,29021107015,7,1,0
"345234","MUDHOL",1,0,2,0,0,0,0,3,1,1,1,1,9,0,9,9,0,29021107016,7,1,0
"345245","MUDHOL",1,0,0,0,0,0,0,14,1,1,1,1,3,3,6,0,0,29021107113,7,0,0
"345247","MUDHOL",1,0,0,0,0,0,0,2,1,1,1,0,999,999,999,999,999,29021107115,7,1,0
"345251","MUDHOL",1,0,1,4000,4000,1000,1000,4,1,1,1,1,6,2,6,8,0,29021107303,7,1,0
"345256","MUDHOL",1,0,0,40000,39480,0,0,3,1,1,1,1,5,2,7,7,0,29021107405,7,1,0
"345267","MUDHOL",1,0,1,40000,40000,1500,1500,4,1,1,1,1,5,4,9,9,0,29021107708,7,1,0
"345278","MUDHOL",0,0,0,40000,40000,1000,1000,4,1,1,1,1,6,1,4,7,0,29021111307,7,1,0
"345281","MUDHOL",0,0,1,0,0,0,0,3,1,1,1,1,5,3,8,8,0,29021111503,7,0,0
"345288","MUDHOL",0,0,1,40000,40000,0,0,4,1,1,1,1,6,4,10,10,0,29021112203,7,1,0
"345289","MUDHOL",0,0,2,0,0,0,0,4,1,1,1,1,8,2,10,0,0,29021112204,7,1,0
"345292","MUDHOL",0,0,2,0,0,0,0,13,1,1,1,1,5,0,5,0,0,29021112405,7,0,0
"345295","MUDHOL",0,0,1,0,0,0,0,11,1,1,1,1,11,4,15,0,0,29021112702,7,1,0
"345296","MUDHOL",1,0,1,0,0,0,0,7,1,1,1,1,3,2,3,2,0,29021112901,7,0,0
"345304","MUDHOL",0,0,0,0,0,2000,2000,9,1,1,1,1,9,1,10,0,0,29021113602,7,1,0
"345308","MUDHOL",0,0,0,0,0,0,0,20,1,1,1,1,8,8,11,16,0,29021113804,7,0,0
"345309","MUDHOL",0,0,1,0,0,0,0,5,1,1,1,0,7,0,7,7,0,29021113805,7,1,0
"345310","MUDHOL",0,0,0,0,0,0,0,6,1,1,1,1,1,3,4,4,0,29021113807,7,0,0
"345312","MUDHOL",0,0,0,0,0,0,0,19,1,1,1,1,14,11,16,25,0,29021114003,7,0,0
"345315","MUDHOL",0,0,1,0,0,0,0,6,1,1,1,1,4,4,8,8,0,29021114006,7,1,0
"345318","MUDHOL",0,0,1,0,0,0,0,10,1,1,1,1,2,5,7,4,0,29021114103,7,0,0
"345323","MUDHOL",0,0,0,0,0,1500,1500,3,1,1,1,1,7,1,7,0,0,29021114506,7,1,0
"345325","MUDHOL",0,0,1,40000,34079,0,0,3,1,1,1,0,4,5,9,9,0,29021114803,7,1,0
"345326","MUDHOL",0,0,0,12000,0,0,0,21,1,1,1,1,18,4,21,22,0,29021114804,7,1,0
"345332","MUDHOL",0,0,6,40000,40000,1500,1500,4,1,1,1,1,4,4,8,8,0,29021115102,7,1,0
"345333","MUDHOL",0,0,1,0,0,0,0,10,1,1,1,1,2,12,14,14,0,29021115103,7,0,0
"345337","MUDHOL",0,0,1,0,0,1500,1500,3,1,1,1,1,7,1,7,8,0,29021115305,7,1,0
"345339","MUDHOL",0,0,0,0,0,0,0,3,1,1,1,1,5,0,5,0,0,29021115902,7,0,0
"345351","BASAVAN  BAGEWADI",1,0,0,0,0,1000,1000,6,1,0,1,1,6,0,6,6,0,29030300426,7,1,0
"345352","BASAVAN  BAGEWADI",1,0,0,0,0,1000,1000,3,1,1,1,1,7,0,6,7,0,29030300427,7,1,0
"345353","BASAVAN  BAGEWADI",1,0,0,0,0,0,0,12,1,1,1,1,6,1,0,7,0,29030300428,7,0,0
"345355","BASAVAN  BAGEWADI",1,0,0,0,0,0,0,3,1,1,1,1,2,4,6,6,0,29030300430,7,0,0
"345371","BASAVAN  BAGEWADI",1,0,0,40000,0,1500,1500,8,1,1,1,1,7,1,6,8,0,29030301303,7,1,0
"345377","BASAVAN  BAGEWADI",1,0,0,40000,40000,1500,1500,3,1,1,1,1,4,5,8,9,0,29030301504,7,1,0
"345381","BASAVAN  BAGEWADI",1,0,0,40000,40000,1000,1000,5,1,1,1,1,5,0,4,5,0,29030301703,7,1,0
"345385","BASAVAN  BAGEWADI",1,0,0,0,0,1500,1500,6,1,1,1,1,8,0,6,8,0,29030302002,7,1,0
"345398","BASAVAN  BAGEWADI",1,0,4,0,0,1500,1500,3,1,1,1,1,6,2,6,8,0,29030302705,7,1,0
"345407","BASAVAN  BAGEWADI",1,0,1,0,0,0,0,2,0,0,0,0,999,999,999,999,999,29030303006,7,1,0
"345410","BASAVAN  BAGEWADI",1,0,1,0,0,1000,1000,3,1,0,1,1,7,0,7,7,0,29030303103,7,1,0
"345415","BASAVAN  BAGEWADI",1,0,1,505260,0,1000,1000,5,1,1,1,1,5,1,6,6,0,29030303204,7,1,0
"345424","BASAVAN  BAGEWADI",1,0,0,0,0,1500,1500,3,1,1,1,1,8,0,5,8,108,29030303508,7,1,0
"345436","BASAVAN  BAGEWADI",1,0,1,0,0,1500,1500,3,1,1,1,1,8,0,0,8,0,29030304202,7,1,0
"345445","BASAVAN  BAGEWADI",1,0,1,0,0,0,0,3,1,0,1,1,8,0,8,8,0,29030304603,7,0,0
"345453","BASAVAN  BAGEWADI",1,0,1,0,0,1500,1500,5,1,0,1,1,8,0,7,8,0,29030304806,7,1,0
"345454","BASAVAN  BAGEWADI",1,0,0,0,0,0,0,2,1,1,0,1,999,999,999,999,999,29030304807,7,1,0
"345462","BASAVAN  BAGEWADI",1,0,0,0,0,1500,1500,3,1,1,1,1,8,0,8,8,0,29030305016,7,1,0
"345463","BASAVAN  BAGEWADI",1,0,0,0,0,1000,1000,6,1,1,1,1,7,1,2,8,0,29030305017,7,1,0
"345477","BASAVAN  BAGEWADI",1,0,1,0,0,1000,1000,6,1,1,1,1,7,1,7,8,0,29030305115,7,1,0
"345480","BASAVAN  BAGEWADI",1,0,0,0,0,0,0,3,1,1,1,1,2,2,4,4,0,29030305118,7,0,0
"345485","BASAVAN  BAGEWADI",1,0,0,1000,0,1000,1000,3,1,1,1,1,8,0,8,8,0,29030305205,7,1,0
"345489","BASAVAN  BAGEWADI",1,0,1,0,0,1500,1500,3,1,0,1,0,6,1,6,7,0,29030305304,7,1,0
"345492","BASAVAN  BAGEWADI",1,0,1,65000,65000,1500,1500,5,1,1,1,1,4,5,8,9,0,29030305502,7,1,0
"345505","BASAVAN  BAGEWADI",1,0,0,0,0,1000,1000,3,1,1,1,1,7,0,6,7,0,29030306208,7,1,0
"345512","BASAVAN  BAGEWADI",1,0,0,0,0,0,0,3,0,1,1,1,7,0,7,7,0,29030306405,7,0,0
"345529","BASAVAN  BAGEWADI",1,0,0,12000,12000,500,500,4,0,1,0,1,2,2,0,4,0,29030306814,7,1,0
"345531","BASAVAN  BAGEWADI",1,0,1,1500,1500,1500,1500,12,1,1,1,1,5,0,4,5,0,29030306816,7,1,0
"345532","BASAVAN  BAGEWADI",1,0,1,0,0,1500,1500,3,1,1,1,1,8,0,0,8,0,29030306817,7,1,0
"345533","BASAVAN  BAGEWADI",1,0,0,40000,40000,1500,1500,7,1,0,1,1,4,4,7,8,0,29030306818,7,1,0
